,,reaction_id,smiles,reaction_core,activation_energy
10,10,10,[C:1]([C:2]([C:3]([H:44])([H:45])[H:46])([N:4]([C:5]([C:6]([C:7]([N:8]([C:9](=[O:10])[N:11]([c:12]1[c:13]([H:55])[c:14]([H:56])[c:15]([C:16]([C:17]([H:57])([H:58])[H:59])([C:18]([H:60])([H:61])[H:62])[C:19]([H:63])([H:64])[H:65])[c:20]([H:66])[c:21]1[H:67])[H:54])[H:53])([H:51])[H:52])([H:49])[H:50])([H:47])[H:48])[C:22]([C@@:23]1([H:70])[O:24][C@:25]([N:26]2[C:27]([H:72])=[C:28]([H:73])[c:29]3[c:30]([N:31]([H:74])[H:75])[n:32][c:33]([H:76])[n:34][c:35]32)([H:71])[C@@:36]([O:37][H:78])([H:77])[C@@:38]1([O:39][H:80])[H:79])([H:68])[H:69])[H:43])([H:40])([H:41])[H:42],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80]]",150.0
11,11,11,[O:1]([C:2]1=[N:3][c:4]2[c:5]([O:6][H:35])[c:7]([H:36])[c:8]([H:37])[c:9]([C:10]([C:11]([N:12]([C:13]([C:14]([C:15]([S:16][C:17]([C:18]([O:19][C:20]([C:21]([c:22]3[c:23]([H:57])[c:24]([H:58])[c:25]([H:59])[c:26]4[c:27]([H:60])[c:28]([H:61])[c:29]([H:62])[c:30]([H:63])[c:31]34)([H:55])[H:56])([H:53])[H:54])([H:51])[H:52])([H:49])[H:50])([H:47])[H:48])([H:45])[H:46])([H:43])[H:44])[H:42])([H:40])[H:41])([H:38])[H:39])[c:32]2[S:33]1)[H:34],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]]",36.0
12,12,12,[C:1]([C@:2]1([H:33])[C:3]([H:34])([H:35])[O:4][C:5]([H:36])([H:37])[C:6]([H:38])([H:39])[N:7]1[c:8]1[c:9]([H:40])[c:10]([C:11]2([S:12]([C:13]([H:41])([H:42])[H:43])(=[O:14])=[O:15])[C:16]([H:44])([H:45])[C:17]2([H:46])[H:47])[n:18][c:19](-[c:20]2[c:21]([H:48])[c:22]([H:49])[c:23]([H:50])[c:24]3[c:28]2[C:27]([H:53])=[C:26]([H:52])[N:25]3[H:51])[n:29]1)([H:30])([H:31])[H:32],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53]]",7.41
13,13,13,[C:1]([S:2](=[O:3])(=[O:4])[C:5]1([c:6]2[c:7]([H:32])[c:8]([N:9]3[C:10]([H:33])([H:34])[C:11]([H:35])([H:36])[O:12][C:13]([H:37])([H:38])[C:14]3([H:39])[H:40])[n:15][c:16](-[c:17]3[c:18]([H:41])[c:19]([H:42])[c:20]([H:43])[c:21]4[c:25]3[C:24]([H:46])=[C:23]([H:45])[N:22]4[H:44])[n:26]2)[C:27]([H:47])([H:48])[C:28]1([H:49])[H:50])([H:29])([H:30])[H:31],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50]]",11.22
14,14,14,[C:1]([c:2]1[c:3]([H:33])[c:4]([H:34])[c:5]2[c:9]([c:10]1-[c:11]1[n:12][c:13]([N:14]3[C:15]([H:38])([H:39])[C:16]([H:40])([H:41])[O:17][C:18]([H:42])([H:43])[C:19]3([H:44])[H:45])[c:20]([H:46])[c:21]([C:22]3([S:23]([C:24]([H:47])([H:48])[H:49])(=[O:25])=[O:26])[C:27]([H:50])([H:51])[C:28]3([H:52])[H:53])[n:29]1)[C:8]([H:37])=[C:7]([H:36])[N:6]2[H:35])([H:30])([H:31])[H:32],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53]]",5.75
15,15,15,[C:1]([O:2][c:3]1[c:4]([H:37])[c:5]([H:38])[c:6]([H:39])[c:7]2[c:8]1[C:9]([N:10]([S:11](=[O:12])(=[O:13])[C:14]1=[C:15]([H:41])[C:16]([H:42])=[C:17]([Cl:18])[S:19]1)[H:40])=[N:20][N:21]2[C:22]([c:23]1[c:24]([H:45])[c:25]([H:46])[c:26]([H:47])[c:27]([C:28]([N:29]([C:30]([C:31]([H:51])([H:52])[H:53])=[O:32])[H:50])([H:48])[H:49])[c:33]1[H:54])([H:43])[H:44])([H:34])([H:35])[H:36],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54]]",44.0
16,16,16,[C:1]([O:2][c:3]1[c:4]([H:40])[c:5]([H:41])[c:6]([H:42])[c:7]2[c:8]1[C:9]([N:10]([S:11](=[O:12])(=[O:13])[C:14]1=[C:15]([H:44])[C:16]([H:45])=[C:17]([Cl:18])[S:19]1)[H:43])=[N:20][N:21]2[C:22]([c:23]1[c:24]([H:48])[c:25]([H:49])[c:26]([H:50])[c:27]([C:28]([N:29]([C:30](=[O:31])[C:32]([C:33]([H:54])([H:55])[H:56])([C:34]([H:57])([H:58])[H:59])[O:35][H:60])[H:53])([H:51])[H:52])[c:36]1[H:61])([H:46])[H:47])([H:37])([H:38])[H:39],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61]]",50.0
17,17,17,[O:1]=[C:2]([C@@:3]1([H:35])[C:4]([H:36])([H:37])[C:5]([H:38])([H:39])[C:6]([H:40])([H:41])[C:7]([H:42])([H:43])[N:8]1[H:44])[N:9]1[C:10]([H:45])([H:46])[C:11]([H:47])([H:48])[N:12]([c:13]2[n:14][c:15]([N:16]([C:17]([c:18]3[c:19]([H:52])[c:20]([H:53])[c:21]([Cl:22])[c:23]([H:54])[c:24]3[Cl:25])([H:50])[H:51])[H:49])[c:26]3[c:27]([H:55])[c:28]([H:56])[c:29]([H:57])[n:30][c:31]3[n:32]2)[C:33]([H:58])([H:59])[C:34]1([H:60])[H:61],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61]]",24.0
18,18,18,[C:1]([c:2]1[c:3]([H:37])[c:4]([H:38])[c:5]([N:6]([C:7](=[O:8])[C:9]2=[C:10]([H:40])[C:11]([H:41])=[N:12][O:13]2)[H:39])[c:14]([H:42])[c:15]1[N:16]1[C:17]([H:43])=[N:18][c:19]2[c:20]([H:44])[c:21]([H:45])[c:22]([N:23]3[C:24]([H:46])([H:47])[C:25]([H:48])([H:49])[N:26]([C:27]([H:50])([H:51])[H:52])[C:28]([H:53])([H:54])[C:29]3([H:55])[H:56])[c:30]([H:57])[c:31]2[C:32]1=[O:33])([H:34])([H:35])[H:36],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57]]",3.0
19,19,19,[C:1]([c:2]1[c:3]([H:32])[c:4]([C:5]([H:33])([H:34])[H:35])[c:6]([C:7]([N:8]([C:9](=[O:10])[c:11]2[c:12]([H:39])[c:13]([C:14]3([H:40])[C:15]([H:41])([H:42])[C:16]3([H:43])[H:44])[n:17][c:18]3[c:19]2[C:20]([H:45])=[N:21][N:22]3[C:23]([C:24]([H:47])([H:48])[H:49])([C:25]([H:50])([H:51])[H:52])[H:46])[H:38])([H:36])[H:37])[c:26]([O:27][H:53])[n:28]1)([H:29])([H:30])[H:31],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53]]",97.72
20,20,20,[C:1]([O:2][c:3]1[c:4]([H:38])[c:5]([H:39])[c:6]([C:7]([C:8]([N:9]2[C:10]([H:44])([H:45])[C:11]([H:46])([H:47])[C:12]([N:13]([C:14]3=[N:15][c:16]4[c:17]([H:50])[c:18]([H:51])[c:19]([H:52])[c:20]([H:53])[c:21]4[N:22]3[C:23]([c:24]3[c:25]([H:56])[c:26]([H:57])[c:27]([F:28])[c:29]([H:58])[c:30]3[H:59])([H:54])[H:55])[H:49])([H:48])[C:31]([H:60])([H:61])[C:32]2([H:62])[H:63])([H:42])[H:43])([H:40])[H:41])[c:33]([H:64])[c:34]1[H:65])([H:35])([H:36])[H:37],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65]]",66.0
21,21,21,[O:1]=[C:2]([N:3]([C:4]1=[C:5]([H:30])[N:6]([H:31])[N:7]=[C:8]1[C:9]1=[N:10][c:11]2[c:12]([H:32])[c:13]([H:33])[c:14]([C:15]([N:16]3[C:17]([H:36])([H:37])[C:18]([H:38])([H:39])[O:19][C:20]([H:40])([H:41])[C:21]3([H:42])[H:43])([H:34])[H:35])[c:22]([H:44])[c:23]2[N:24]1[H:45])[H:29])[N:25]([C:26]1([H:47])[C:27]([H:48])([H:49])[C:28]1([H:50])[H:51])[H:46],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51]]",8.32
22,22,22,[C:1]([N:2]([C:3]([H:32])([H:33])[H:34])[C:4]([C:5]([N:6]([C:7]1=[C:8]([H:40])[C:9]([c:10]2[c:11]([H:41])[c:12]([H:42])[c:13]([H:43])[c:14]([H:44])[c:15]2[H:45])=[N:16][C:17]2=[C:18]([H:46])[C:19]([c:20]3[c:21]([H:47])[c:22]([H:48])[c:23]([F:24])[c:25]([H:49])[c:26]3[H:50])=[N:27][N:28]12)[H:39])([H:37])[H:38])([H:35])[H:36])([H:29])([H:30])[H:31],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50]]",11.22
23,23,23,[C:1]([c:2]1[c:3]([F:4])[c:5]([H:32])[c:6]([C:7](=[O:8])[N:9]([C:10]2([H:34])[C:11]([H:35])([H:36])[C:12]2([H:37])[H:38])[H:33])[c:13]([H:39])[c:14]1-[c:15]1[c:16]([H:40])[c:17]([H:41])[c:18]([C:19](=[O:20])[N:21]([C:22]([C:23]([C:24]([H:45])([H:46])[H:47])([C:25]([H:48])([H:49])[H:50])[C:26]([H:51])([H:52])[H:53])([H:43])[H:44])[H:42])[c:27]([H:54])[n:28]1)([H:29])([H:30])[H:31],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54]]",6.92
24,24,24,[O:1]=[C:2]1[N:3]([H:29])[c:4]2[c:5]([O:6][H:30])[c:7]([H:31])[c:8]([H:32])[c:9]([C@@:10]([O:11][H:34])([C:12]([N:13]([C@@:14]3([H:38])[C:15]([H:39])([H:40])[C:16]([H:41])([H:42])[C:17]([H:43])([H:44])[C@@:18]3([O:19][C:20]([c:21]3[c:22]([H:48])[c:23]([H:49])[c:24]([H:50])[c:25]([H:51])[c:26]3[H:52])([H:46])[H:47])[H:45])[H:37])([H:35])[H:36])[H:33])[c:27]2[S:28]1,"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52]]",26.0
25,25,25,[C:1]([c:2]1[c:3]([H:35])[c:4]([Cl:5])[c:6]([H:36])[c:7]([H:37])[c:8]1[O:9][C:10]1([H:38])[C:11]([H:39])([H:40])[C:12]([H:41])([H:42])[N:13]([C:14]([C@:15]([O:16][H:46])([C:17]([N:18]([C:19](=[O:20])[C:21]2=[C:22]([H:50])[N:23]([H:51])[N:24]=[C:25]2[C:26]([F:27])([F:28])[F:29])[H:49])([H:47])[H:48])[H:45])([H:43])[H:44])[C:30]([H:52])([H:53])[C:31]1([H:54])[H:55])([H:32])([H:33])[H:34],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55]]",3.0
26,26,26,[O:1]=[C:2]([N:3]([C:4]([C@@:5]([O:6][H:36])([C:7]([N:8]1[C:9]([H:39])([H:40])[C:10]([H:41])([H:42])[C:11]([O:12][c:13]2[c:14]([H:44])[c:15]([H:45])[c:16]([Cl:17])[c:18]([Cl:19])[c:20]2[H:46])([H:43])[C:21]([H:47])([H:48])[C:22]1([H:49])[H:50])([H:37])[H:38])[H:35])([H:33])[H:34])[H:32])[C:23]1=[C:24]([H:51])[N:25]([H:52])[N:26]=[C:27]1[C:28]([F:29])([F:30])[F:31],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52]]",3.0
27,27,27,[C:1]([c:2]1[c:3]([Cl:4])[c:5]([H:36])[c:6]([H:37])[c:7]([O:8][C:9]2([H:38])[C:10]([H:39])([H:40])[C:11]([H:41])([H:42])[N:12]([C:13]([C@:14]([O:15][H:46])([C:16]([N:17]([C:18](=[O:19])[C:20]3=[C:21]([H:50])[N:22]([H:51])[N:23]=[C:24]3[C:25]([F:26])([F:27])[F:28])[H:49])([H:47])[H:48])[H:45])([H:43])[H:44])[C:29]([H:52])([H:53])[C:30]2([H:54])[H:55])[c:31]1[Cl:32])([H:33])([H:34])[H:35],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55]]",3.0
28,28,28,[C:1]([N:2]1[C:3]([H:34])=[C:4]([C:5]2=[C:6]([c:7]3[c:8]([H:35])[c:9]([H:36])[c:10]([H:37])[c:11]([N:12]([C:13]([C:14]([O:15][H:42])([C:16]([O:17][H:45])([H:43])[H:44])[H:41])([H:39])[H:40])[H:38])[c:18]3[H:46])[C:19](=[O:20])[N:21]([H:47])[C:22]2=[O:23])[c:24]2[c:25]([H:48])[c:26]([F:27])[c:28]([H:49])[c:29]([H:50])[c:30]21)([H:31])([H:32])[H:33],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50]]",29.0
29,29,29,[C:1]([O:2][c:3]1[c:4]([H:38])[c:5]([H:39])[c:6]([C:7]([N:8]([C:9]([c:10]2[c:11]([H:45])[c:12]([H:46])[c:13]([H:47])[c:14]([C:15]([C:16]([N:17]([C:18]([C@:19]([O:20][H:56])([c:21]3[c:22]([H:57])[c:23]([H:58])[c:24]([O:25][H:59])[c:26]4[c:31]3[S:30][C:28](=[O:29])[N:27]4[H:60])[H:55])([H:53])[H:54])[H:52])([H:50])[H:51])([H:48])[H:49])[c:32]2[H:61])([H:43])[H:44])[H:42])([H:40])[H:41])[c:33]([H:62])[c:34]1[H:63])([H:35])([H:36])[H:37],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]]",62.0
30,30,30,[C:1]([O:2][c:3]1[c:4]([H:38])[c:5]([H:39])[c:6]([H:40])[c:7]([C:8]([N:9]([C:10]([c:11]2[c:12]([H:46])[c:13]([H:47])[c:14]([H:48])[c:15]([C:16]([C:17]([N:18]([C:19]([C@:20]([O:21][H:57])([c:22]3[c:23]([H:58])[c:24]([H:59])[c:25]([O:26][H:60])[c:27]4[c:32]3[S:31][C:29](=[O:30])[N:28]4[H:61])[H:56])([H:54])[H:55])[H:53])([H:51])[H:52])([H:49])[H:50])[c:33]2[H:62])([H:44])[H:45])[H:43])([H:41])[H:42])[c:34]1[H:63])([H:35])([H:36])[H:37],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]]",35.0
31,31,31,[C:1]([O:2][c:3]1[c:4]([H:39])[c:5]([H:40])[c:6]([H:41])[c:7]([H:42])[c:8]1[C:9]([N:10]([C:11]([H:45])([H:46])[H:47])[C:12]([c:13]1[c:14]([H:50])[c:15]([H:51])[c:16]([H:52])[c:17]([C:18]([C:19]([N:20]([C:21]([C@:22]([O:23][H:61])([c:24]2[c:25]([H:62])[c:26]([H:63])[c:27]([O:28][H:64])[c:29]3[c:34]2[S:33][C:31](=[O:32])[N:30]3[H:65])[H:60])([H:58])[H:59])[H:57])([H:55])[H:56])([H:53])[H:54])[c:35]1[H:66])([H:48])[H:49])([H:43])[H:44])([H:36])([H:37])[H:38],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66]]",45.0
32,32,32,[O:1]=[C:2]1[N:3]([H:34])[c:4]2[c:5]([O:6][H:35])[c:7]([H:36])[c:8]([H:37])[c:9]([C@@:10]([O:11][H:39])([C:12]([N:13]([C:14]([C:15]([c:16]3[c:17]([H:47])[c:18]([H:48])[c:19]([H:49])[c:20]([C:21]([N:22]([C:23]([c:24]4[c:25]([H:55])[c:26]([H:56])[c:27]([H:57])[c:28]([H:58])[c:29]4[Cl:30])([H:53])[H:54])[H:52])([H:50])[H:51])[c:31]3[H:59])([H:45])[H:46])([H:43])[H:44])[H:42])([H:40])[H:41])[H:38])[c:32]2[S:33]1,"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59]]",47.0
