,,reaction_id,smiles,reaction_core,activation_energy
10,10,10,[C:1]([O:2][c:3]1[c:4]([H:24])[c:5]([H:25])[c:6]([H:26])[c:7]2[c:20]1[N:19]=[C:9]([N:10]([C:11](=[O:12])[c:13]1[c:14]([H:28])[c:15]([H:29])[c:16]([H:30])[c:17]([H:31])[c:18]1[H:32])[H:27])[S:8]2)([H:21])([H:22])[H:23],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]]",74.0
11,11,11,[O:1]=[C:2]([N:3]([C:4]1=[N:5][c:6]2[c:7]([H:20])[c:8]([H:21])[c:9]([H:22])[c:10]([H:23])[c:11]2[S:12]1)[H:19])[c:13]1[c:14]([H:24])[c:15]([H:25])[c:16]([H:26])[c:17]([H:27])[c:18]1[H:28],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]]",150.0
12,12,12,[O:1]([C:2]1=[N:3][c:4]2[c:5]([O:6][H:31])[c:7]([H:32])[c:8]([H:33])[c:9]([C:10]([C:11]([N:12]([C:13]([C:14]([C:15]([C:16]([C:17]([C:18]([O:19][C:20]([C:21]([c:22]3[c:23]([H:55])[c:24]([H:56])[c:25]([H:57])[c:26]([H:58])[c:27]3[H:59])([H:53])[H:54])([H:51])[H:52])([H:49])[H:50])([H:47])[H:48])([H:45])[H:46])([H:43])[H:44])([H:41])[H:42])([H:39])[H:40])[H:38])([H:36])[H:37])([H:34])[H:35])[c:28]2[S:29]1)[H:30],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59]]",29.0
13,13,13,[C:1]([C:2]([C:3]([H:35])([H:36])[H:37])([C:4]([C:5]([C:6]([C:7]([C:8]([O:9][C:10]([C:11]([c:12]1[c:13]([H:52])[c:14]([H:53])[c:15]([H:54])[c:16]([H:55])[c:17]1[H:56])([H:50])[H:51])([H:48])[H:49])([H:46])[H:47])([H:44])[H:45])([H:42])[H:43])([H:40])[H:41])([H:38])[H:39])[N:18]([C:19]([C:20]([c:21]1[c:22]([H:62])[c:23]([H:63])[c:24]([O:25][H:64])[c:26]2[c:31]1[S:30][C:28]([O:29][H:65])=[N:27]2)([H:60])[H:61])([H:58])[H:59])[H:57])([H:32])([H:33])[H:34],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65]]",48.67
14,14,14,[C:1](#[C:2][C:3]([C@@:4]([C:5](=[O:6])[N:7]([C@:8](/[C:9](=[C:10](/[C:11](=[O:12])[O:13][C:14]([C:15]([H:49])([H:50])[H:51])([H:47])[H:48])[H:46])[H:45])([C:16]([C@:17]1([H:54])[C:18]([H:55])([H:56])[C:19]([H:57])([H:58])[N:20]([H:59])[C:21]1=[O:22])([H:52])[H:53])[H:44])[H:43])([N:23]1[C:24]([H:60])=[C:25]([H:61])[C:26]([H:62])=[C:27]([N:28]([C:29](=[O:30])[C:31]2=[N:36][O:35][C:33]([C:34]([H:65])([H:66])[H:67])=[C:32]2[H:64])[H:63])[C:37]1=[O:38])[H:42])([H:40])[H:41])[H:39],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67]]",20.89
15,15,15,[O:1]=[C:2]([C:3]([S:4][C:5]1=[N:6][C:7]2=[C:8]([C:9](=[O:10])[N:11]1[c:12]1[c:13]([H:35])[c:14]([H:36])[c:15]([H:37])[c:16]([H:38])[c:17]1[H:39])[S:18][C:19]([H:40])([H:41])[C:20]2([H:42])[H:43])([H:33])[H:34])[N:21]([C:22]1=[N:23][C:24]([H:45])=[C:25]([c:26]2[c:27]([H:46])[c:28]([H:47])[c:29]([H:48])[c:30]([H:49])[c:31]2[H:50])[S:32]1)[H:44],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50]]",150.0
16,16,16,[C:1]([C:2]1=[C:3]([C:4]([C:5](=[O:6])[O:7][H:31])([H:29])[H:30])[c:8]2[c:9]([H:32])[c:10]([F:11])[c:12]([H:33])[c:13]([H:34])[c:14]2/[C:15]1=[C:16](\[c:17]1[c:18]([H:36])[c:19]([H:37])[c:20]([S+:21]([C:22]([H:38])([H:39])[H:40])[O-:23])[c:24]([H:41])[c:25]1[H:42])[H:35])([H:26])([H:27])[H:28],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42]]",3.0
17,17,17,[Cl:1][c:2]1[c:3]([H:18])[c:4]([H:19])[c:5]([H:20])[c:6]([H:21])[c:7]1[C:8]([N:9]1[C:10]([H:24])([H:25])[C:11]([H:26])([H:27])[C:12]2=[C:16]([C:15]([H:29])=[C:14]([H:28])[S:13]2)[C:17]1([H:30])[H:31])([H:22])[H:23],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]]",35.0
18,18,18,[C:1]([O:2][C:3](=[O:4])[C@:5]([c:6]1[c:7]([H:26])[c:8]([H:27])[c:9]([H:28])[c:10]([H:29])[c:11]1[Cl:12])([N:13]1[C:14]([H:30])([H:31])[C:15]([H:32])([H:33])[C:16]2=[C:20]([C:19]([H:35])=[C:18]([H:34])[S:17]2)[C:21]1([H:36])[H:37])[H:25])([H:22])([H:23])[H:24],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37]]",150.0
19,19,19,[C:1]([O:2][c:3]1[c:4]([H:36])[c:5]([H:37])[c:6]([O:7][C:8]([H:38])([H:39])[H:40])[c:9]([C:10]([N:11]([C:12]2=[c:31]3[c:15]([c:16]([H:45])[c:17]([H:46])[c:18]([H:47])[c:19]3[O:20][c:21]3[c:22]([H:48])[c:23]([H:49])[c:24]([S:25]([C:26]([H:50])([H:51])[H:52])(=[O:27])=[O:28])[c:29]([H:53])[c:30]3[H:54])=[N:14][N:13]2[H:44])[H:43])([H:41])[H:42])[c:32]1[H:55])([H:33])([H:34])[H:35],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55]]",103.0
20,20,20,[C:1]([C:2](=[O:3])[N:4]([c:5]1[c:6]([H:34])[c:7]([H:35])[c:8]([C:9]([N:10]([C:11]2=[c:27]3[c:14]([c:15]([H:40])[c:16]([H:41])[c:17]([H:42])[c:18]3[O:19][c:20]3[c:21]([H:43])[c:22]([H:44])[c:23]([F:24])[c:25]([H:45])[c:26]3[H:46])=[N:13][N:12]2[H:39])[H:38])([H:36])[H:37])[c:28]([H:47])[c:29]1[H:48])[H:33])([H:30])([H:31])[H:32],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48]]",28.0
21,21,21,[C:1]([C:2](=[O:3])[N:4]([c:5]1[c:6]([H:37])[c:7]([H:38])[c:8]([C:9]([N:10]([C:11]2=[c:30]3[c:14]([c:15]([H:43])[c:16]([H:44])[c:17]([H:45])[c:18]3[O:19][c:20]3[c:21]([H:46])[c:22]([H:47])[c:23]([S:24]([C:25]([H:48])([H:49])[H:50])(=[O:26])=[O:27])[c:28]([H:51])[c:29]3[H:52])=[N:13][N:12]2[H:42])[H:41])([H:39])[H:40])[c:31]([H:53])[c:32]1[H:54])[H:36])([H:33])([H:34])[H:35],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54]]",75.0
22,22,22,[C:1]([O:2][c:3]1[c:4]([H:32])[c:5]([H:33])[c:6]([O:7][C:8]([H:34])([H:35])[H:36])[c:9]([C:10]([N:11]([C:12]2=[c:27]3[c:15]([c:16]([H:41])[c:17]([H:42])[c:18]([H:43])[c:19]3[O:20][c:21]3[c:22]([H:44])[c:23]([H:45])[c:24]([H:46])[c:25]([H:47])[c:26]3[H:48])=[N:14][N:13]2[H:40])[H:39])([H:37])[H:38])[c:28]1[H:49])([H:29])([H:30])[H:31],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49]]",11.0
23,23,23,[N:1]([S:2](=[O:3])(=[O:4])[c:5]1[c:6]([H:24])[c:7]([C:8](=[O:9])[O:10][H:25])[c:11]([N:12]([C:13]([C:14]2=[C:15]([H:29])[C:16]([H:30])=[C:17]([H:31])[O:18]2)([H:27])[H:28])[H:26])[c:19]([H:32])[c:20]1[Cl:21])([H:22])[H:23],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]]",6.31
24,24,24,[C:1]([N:2]([C:3]([H:38])([H:39])[H:40])[C:4](=[O:5])[C:6]([C:7]([C:8]([N:9]1[C:10]([H:45])([H:46])[C:11]([H:47])([H:48])[C:12]([O:13][H:49])([c:14]2[c:15]([H:50])[c:16]([H:51])[c:17]([Cl:18])[c:19]([H:52])[c:20]2[H:53])[C:21]([H:54])([H:55])[C:22]1([H:56])[H:57])([H:43])[H:44])([H:41])[H:42])([c:23]1[c:24]([H:58])[c:25]([H:59])[c:26]([H:60])[c:27]([H:61])[c:28]1[H:62])[c:29]1[c:30]([H:63])[c:31]([H:64])[c:32]([H:65])[c:33]([H:66])[c:34]1[H:67])([H:35])([H:36])[H:37],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67]]",45.71
25,25,25,[O:1]=[C:2]([N:3]([c:4]1[c:5]([H:39])[c:6]([H:40])[c:7]([H:41])[c:8]([H:42])[n:9]1)[H:38])[c:10]1[c:11]([H:43])[c:12]([H:44])[c:13]2[c:36]([c:37]1[H:66])[N:35]=[C:15]([c:16]1[c:17]([H:46])[c:18]([H:47])[c:19]([N:20]([C:21](=[O:22])[C:23]34[C:24]([H:49])([H:50])[C:25]5([H:51])[C:26]([H:52])([H:53])[C:27]([H:54])([C:28]([H:55])([H:56])[C:29]([H:57])([C:30]5([H:58])[H:59])[C:31]3([H:60])[H:61])[C:32]4([H:62])[H:63])[H:48])[c:33]([H:64])[c:34]1[H:65])[N:14]2[H:45],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66]]",146.0
26,26,26,[C:1]([O:2][c:3]1[c:4]([H:29])[c:5]([H:30])[c:6]([C:7]([C@@:8]([C:9]([H:34])([H:35])[H:36])([N:10]([C:11]([C@:12]([O:13][H:41])([c:14]2[c:15]([H:42])[c:16]([H:43])[c:17]([O:18][H:44])[c:19]([N:20]([C:21](=[O:22])[H:46])[H:45])[c:23]2[H:47])[H:40])([H:38])[H:39])[H:37])[H:33])([H:31])[H:32])[c:24]([H:48])[c:25]1[H:49])([H:26])([H:27])[H:28],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49]]",9.0
27,27,27,[C:1]([C@@:2]1([H:24])[C:3]([H:25])([H:26])[C@:4]([N:5]([S:6](=[O:7])(=[O:8])[c:9]2[c:10]([H:29])[c:11]([Br:12])[c:13]([H:30])[c:14]([H:31])[c:15]2[Br:16])[H:28])([H:27])[C:17]([H:32])([H:33])[N:18]1[C:19]#[N:20])([H:21])([H:22])[H:23],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33]]",16.0
28,28,28,[O:1]=[C:2]([C:3]1=[C:4]([H:18])[S:5][C:6]2=[C:7]1[C:8]([H:19])([H:20])[C:9]([H:21])([H:22])[C:10]([H:23])([H:24])[C:11]2([H:25])[H:26])[N:12]1[C:13]([H:27])([H:28])[C:14]([H:29])([H:30])[C:15]([H:31])([H:32])[C:16]([H:33])([H:34])[C:17]1([H:35])[H:36],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36]]",117.49
29,29,29,[C:1]([C@:2]12[C:3]([H:29])([H:30])[C:4]([H:31])([H:32])[C@@:5]3([H:33])[C@@:6]([H:34])([C:7]([H:35])=[C:8]([H:36])[C:9]4=[C:10]([H:37])[C:11](=[O:12])[C:13]([H:38])([H:39])[C:14]([H:40])([H:41])[C@:15]34[C:16]([H:42])([H:43])[H:44])[C@:17]1([H:45])[C:18]([H:46])([H:47])[C:19]([H:48])([H:49])[C@@:20]21[C:21]([H:50])([H:51])[C:22]([H:52])([H:53])[C:23](=[O:24])[O:25]1)([H:26])([H:27])[H:28],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53]]",14.45
30,30,30,[C:1]([C:2]([C:3]1=[N:4][N:5]([C:6]2([H:30])[C:7]([H:31])([H:32])[C:8]([H:33])([H:34])[C:9]([H:35])([H:36])[C:10]2([H:37])[H:38])[C:11]2=[C:12]1[C:13]([H:39])([H:40])[C:14]([H:41])([H:42])[N:15]1[C:16]([C:17]3=[C:18]([H:43])[C:19]([H:44])=[C:20]([H:45])[S:21]3)=[N:22][N:23]=[C:24]21)([H:28])[H:29])([H:25])([H:26])[H:27],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45]]",22.0
31,31,31,[O:1]=[C:2]([O:3][H:22])[C:4]([S:5][C:6]([C:7](=[O:8])[N:9]([C:10]1=[N:11][C:12]([c:13]2[c:14]([H:28])[c:15]([H:29])[c:16]([F:17])[c:18]([H:30])[c:19]2[H:31])=[C:20]([H:32])[S:21]1)[H:27])([H:25])[H:26])([H:23])[H:24],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]]",3.0
32,32,32,[O:1]=[C:2]([O:3][H:21])[C:4]([S:5][C:6]([C:7](=[O:8])[N:9]([C:10]1=[N:11][C:12]([c:13]2[c:14]([H:27])[c:15]([H:28])[c:16]([H:29])[c:17]([H:30])[c:18]2[H:31])=[C:19]([H:32])[S:20]1)[H:26])([H:24])[H:25])([H:22])[H:23],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]]",17.78
33,33,33,[O:1]=[C:2]([C:3]([C:4]12[C:5]([H:33])([H:34])[C:6]3([H:35])[C:7]([H:36])([H:37])[C:8]([H:38])([C:9]([H:39])([H:40])[C:10]([H:41])([C:11]3([H:42])[H:43])[C:12]1([H:44])[H:45])[C:13]2([H:46])[H:47])([H:31])[H:32])[N:14]([c:15]1[c:16]([H:49])[c:17]([H:50])[c:18]([H:51])[c:19]2[c:30]1[C:29]([H:60])=[C:28]([H:59])[N:22]([C:23]([C:24]([O:25][H:55])([H:53])[H:54])([C:26]([O:27][H:58])([H:56])[H:57])[H:52])[C:20]2=[O:21])[H:48],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60]]",42.0
34,34,34,[C:1]([C:2]([N:3]([C:4](=[O:5])[C:6]([c:7]1[c:8]([H:52])[c:9]([H:53])[c:10]([S:11]([C:12]([H:54])([H:55])[H:56])(=[O:13])=[O:14])[c:15]([H:57])[c:16]1[H:58])([H:50])[H:51])[C:17]1([H:59])[C:18]([H:60])([H:61])[C:19]([H:62])([H:63])[N:20]([C:21]([C:22]([C@:23]([c:24]2[c:25]([H:69])[c:26]([H:70])[c:27]([S:28]([C:29]([H:71])([H:72])[H:73])(=[O:30])=[O:31])[c:32]([H:74])[c:33]2[H:75])([c:34]2[c:35]([H:76])[c:36]([F:37])[c:38]([F:39])[c:40]([F:41])[c:42]2[H:77])[H:68])([H:66])[H:67])([H:64])[H:65])[C:43]([H:78])([H:79])[C:44]1([H:80])[H:81])([H:48])[H:49])([H:45])([H:46])[H:47],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81]]",18.0
35,35,35,[C:1]([C:2]([N:3]([C:4](=[O:5])[C:6]([c:7]1[c:8]([H:50])[c:9]([H:51])[c:10]([S:11]([C:12]([H:52])([H:53])[H:54])(=[O:13])=[O:14])[c:15]([H:55])[c:16]1[H:56])([H:48])[H:49])[C:17]1([H:57])[C:18]([H:58])([H:59])[C:19]([H:60])([H:61])[N:20]([C:21]([C:22]([C:23]([c:24]2[c:25]([H:67])[c:26]([H:68])[c:27]([H:69])[c:28]([H:70])[c:29]2[H:71])([c:30]2[c:31]([H:72])[c:32]([H:73])[c:33]([N:34]([S:35]([C:36]([H:75])([H:76])[H:77])(=[O:37])=[O:38])[H:74])[c:39]([H:78])[c:40]2[H:79])[H:66])([H:64])[H:65])([H:62])[H:63])[C:41]([H:80])([H:81])[C:42]1([H:82])[H:83])([H:46])[H:47])([H:43])([H:44])[H:45],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83]]",3.0
