,,reaction_id,smiles,reaction_core,activation_energy
24,24,24,[C:1]([c:2]1[c:3]([H:37])[c:4]([H:38])[c:5]([S:6](=[O:7])(=[O:8])[N:9]([C:10]2=[C:11]([C:12](=[O:13])[N:14]([C:15]([H:40])([H:41])[H:42])[C:16]3([H:43])[C:17]([H:44])([H:45])[C:18]([H:46])([H:47])[C:19]([H:48])([H:49])[C:20]([H:50])([H:51])[C:21]3([H:52])[H:53])[C:22]([C:23]([H:54])([H:55])[H:56])=[N:24][N:25]2[c:26]2[c:27]([H:57])[c:28]([H:58])[c:29]([H:59])[c:30]([H:60])[c:31]2[H:61])[H:39])[c:32]([H:62])[c:33]1[H:63])([H:34])([H:35])[H:36],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]]",21.0
25,25,25,[C:1]([c:2]1[c:3]([H:36])[c:4]([H:37])[c:5]([S:6](=[O:7])(=[O:8])[N:9]([C:10]2=[C:11]([C:12](=[O:13])[N:14]([C:15]([H:39])([H:40])[H:41])[C:16]3([H:42])[C:17]([H:43])([H:44])[C:18]([H:45])([H:46])[C:19]([H:47])([H:48])[C:20]([H:49])([H:50])[C:21]3([H:51])[H:52])[C:22]([H:53])=[N:23][N:24]2[c:25]2[c:26]([H:54])[c:27]([H:55])[c:28]([H:56])[c:29]([H:57])[c:30]2[H:58])[H:38])[c:31]([H:59])[c:32]1[H:60])([H:33])([H:34])[H:35],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60]]",48.44
26,26,26,[C:1]([c:2]1[c:3]([H:36])[c:4]([H:37])[c:5]([S:6](=[O:7])(=[O:8])[N:9]([C:10]2=[C:11]([C:12](=[O:13])[N:14]([C:15]3([H:40])[C:16]([H:41])([H:42])[C:17]([H:43])([H:44])[C:18]([H:45])([H:46])[C:19]([H:47])([H:48])[C:20]3([C:21]([H:50])([H:51])[H:52])[H:49])[H:39])[C:22]([H:53])=[N:23][N:24]2[c:25]2[c:26]([H:54])[c:27]([H:55])[c:28]([H:56])[c:29]([H:57])[c:30]2[H:58])[H:38])[c:31]([H:59])[c:32]1[H:60])([H:33])([H:34])[H:35],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60]]",5.0
27,27,27,[C:1]([c:2]1[c:3]([H:36])[c:4]([H:37])[c:5]([S:6](=[O:7])(=[O:8])[N:9]([C:10]2=[C:11]([C:12](=[O:13])[N:14]([C:15]3([H:40])[C:16]([H:41])([H:42])[C:17]([H:43])([H:44])[C:18]([H:45])([H:46])[C:19]([H:47])([H:48])[C:20]3([H:49])[H:50])[H:39])[C:21]([C:22]([H:51])([H:52])[H:53])=[N:23][N:24]2[c:25]2[c:26]([H:54])[c:27]([H:55])[c:28]([H:56])[c:29]([H:57])[c:30]2[H:58])[H:38])[c:31]([H:59])[c:32]1[H:60])([H:33])([H:34])[H:35],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60]]",12.0
28,28,28,[N:1]([c:2]1[c:3](-[c:4]2[c:5]([H:23])[c:6]([H:24])[c:7]([H:25])[c:8]([H:26])[c:9]2[H:27])[n:10][c:11]([Cl:12])[n:13][c:14]1-[c:15]1[c:16]([H:28])[c:17]([H:29])[c:18]([H:30])[c:19]([H:31])[c:20]1[H:32])([H:21])[H:22],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]]",46.77
29,29,29,[C:1]([C:2]([C:3]([H:35])([H:36])[H:37])=[C:4]([C:5]([C:6]([N+:7]12[C:8]([H:43])([H:44])[C:9]([H:45])([H:46])[C:10]([H:47])([C:11]([H:48])([H:49])[C:12]1([H:50])[H:51])[C@:13]([O:14][C:15](=[O:16])[C@:17]([C:18]([H:53])([H:54])[H:55])([c:19]1[c:20]([H:56])[c:21]([H:57])[c:22]([H:58])[c:23]([H:59])[c:24]1[H:60])[N:25]1[C:26]([H:61])([H:62])[C:27]([H:63])([H:64])[C:28]([H:65])([H:66])[C:29]([H:67])([H:68])[C:30]1([H:69])[H:70])([H:52])[C:31]2([H:71])[H:72])([H:41])[H:42])([H:39])[H:40])[H:38])([H:32])([H:33])[H:34],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72]]",101.0
30,30,30,[C:1]([C:2]1([C:3]([H:29])([H:30])[H:31])[S:4][C@:5]2([H:32])[C@@:6]([N:7]([C:8](=[O:9])[C@:10]([N:11]([H:36])[H:37])([c:12]3[c:13]([H:38])[c:14]([H:39])[c:15]([O:16][H:40])[c:17]([H:41])[c:18]3[H:42])[H:35])[H:34])([H:33])[C:19](=[O:20])[N:21]2[C@:22]1([C:23](=[O:24])[O:25][H:44])[H:43])([H:26])([H:27])[H:28],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44]]",3.0
31,31,31,[C:1]([C:2]1([C:3]([H:30])([H:31])[H:32])[S:4][C@:5]2([H:33])[C@@:6]([N:7]([C:8](=[O:9])[C:10]([C:11](=[O:12])[O:13][H:37])([c:14]3[c:15]([H:38])[c:16]([H:39])[c:17]([H:40])[c:18]([H:41])[c:19]3[H:42])[H:36])[H:35])([H:34])[C:20](=[O:21])[N:22]2[C@:23]1([C:24](=[O:25])[O:26][H:44])[H:43])([H:27])([H:28])[H:29],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44]]",3.39
32,32,32,[C:1]([O:2][C:3]1=[C:4]([H:32])[C:5]([N:6]([c:7]2[n:8][c:9]3[c:10]([c:11]([H:34])[c:12]2[F:13])[N:14]=[C:15]([H:35])[N:16]3[C@@:17]([C:18]([O:19][H:39])([H:37])[H:38])([c:20]2[c:21]([H:40])[c:22]([H:41])[c:23]([F:24])[c:25]([H:42])[n:26]2)[H:36])[H:33])=[N:27][N:28]1[H:43])([H:29])([H:30])[H:31],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43]]",27.54
33,33,33,[C:1]([C:2]([O:3][C:4]1=[C:5]([H:35])[C:6]([N:7]([c:8]2[n:9][c:10]3[c:11]([c:12]([H:37])[c:13]2[F:14])[N:15]=[C:16]([H:38])[N:17]3[C@@:18]([C:19]([O:20][H:42])([H:40])[H:41])([c:21]2[c:22]([H:43])[c:23]([H:44])[c:24]([F:25])[c:26]([H:45])[n:27]2)[H:39])[H:36])=[N:28][N:29]1[H:46])([H:33])[H:34])([H:30])([H:31])[H:32],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46]]",30.2
34,34,34,[C:1]([C:2]([O:3][c:4]1[c:5]([H:36])[c:6]([H:37])[c:7]2[c:29]([c:30]1[H:54])[C:27]([C:28]([H:51])([H:52])[H:53])=[C:9]([C:10](=[O:11])[N:12]([C:13]([C:14]([C:15]([S:16][C:17]([H:44])([H:45])[H:46])([H:42])[H:43])([H:40])[H:41])([C:18]1=[N:19][c:20]3[n:21][c:22]([H:47])[c:23]([H:48])[c:24]([H:49])[c:25]3[N:26]1[H:50])[H:39])[H:38])[O:8]2)([H:34])[H:35])([H:31])([H:32])[H:33],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54]]",46.0
