,,reaction_id,smiles,reaction_core,activation_energy
12,12,12,[O:1]=[C:2]([O:3][H:35])[C:4]([O:5][c:6]1[c:7]([H:38])[c:8]([H:39])[c:9]([H:40])[c:10]([C:11](=[O:12])[N:13]2[C:14]([H:41])([H:42])[C:15]([H:43])([H:44])[C:16]([N:17]3[C:18]([H:46])([H:47])[C:19]([H:48])([H:49])[C:20]([O:21][c:22]4[c:23]([H:51])[c:24]([H:52])[c:25]([Cl:26])[c:27]([Cl:28])[c:29]4[H:53])([H:50])[C:30]([H:54])([H:55])[C:31]3([H:56])[H:57])([H:45])[C:32]([H:58])([H:59])[C:33]2([H:60])[H:61])[c:34]1[H:62])([H:36])[H:37],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62]]",3.0
13,13,13,[O:1]=[C:2]([C:3]([c:4]1[c:5]([H:35])[c:6]([H:36])[c:7]([F:8])[c:9]([C:10]([F:11])([F:12])[F:13])[c:14]1[H:37])([H:33])[H:34])[N:15]([c:16]1[c:17]([H:39])[c:18]([H:40])[c:19]([H:41])[c:20]2[c:32]1[C:31]([H:51])=[C:30]([H:50])[N:23]([C@:24]1([H:42])[C:25]([H:43])([H:44])[N:26]([H:45])[C:27]([H:46])([H:47])[C@:28]1([O:29][H:49])[H:48])[C:21]2=[O:22])[H:38],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51]]",8.0
14,14,14,[C:1]([C:2]([C:3]([H:46])([H:47])[H:48])([C:4]1=[N:5][c:6]2[c:7]([H:49])[c:8]([H:50])[c:9]([H:51])[c:10]([H:52])[c:11]2[N:12]1[c:13]1[n:14][c:15]([N:16]2[C:17]([H:53])([H:54])[C:18]([H:55])([H:56])[O:19][C:20]([H:57])([H:58])[C:21]2([H:59])[H:60])[c:22]2[c:40]([n:41]1)[N:38]([C:39]([H:75])([H:76])[H:77])[C:24]([O:25][C:26]1([H:61])[C:27]([H:62])([H:63])[N:28]([C:29]3([H:64])[C:30]([H:65])([H:66])[C:31]([H:67])([H:68])[S:32](=[O:33])(=[O:34])[C:35]([H:69])([H:70])[C:36]3([H:71])[H:72])[C:37]1([H:73])[H:74])=[N:23]2)[H:45])([H:42])([H:43])[H:44],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77]]",20.42
15,15,15,[C:1]([N:2]([C:3]([H:42])([H:43])[H:44])[c:4]1[n:5][c:6]([N:7]([C:8]([C:9]2([H:48])[C:10]([H:49])([H:50])[C:11]([H:51])([H:52])[C:12]([C:13]([N:14]([S:15](=[O:16])(=[O:17])[c:18]3[c:19]([H:57])[c:20]([H:58])[c:21]([Br:22])[c:23]([H:59])[c:24]3[O:25][C:26]([F:27])([F:28])[F:29])[H:56])([H:54])[H:55])([H:53])[C:30]([H:60])([H:61])[C:31]2([H:62])[H:63])([H:46])[H:47])[H:45])[n:32][c:33]2[c:34]([H:64])[c:35]([H:65])[c:36]([H:66])[c:37]([H:67])[c:38]12)([H:39])([H:40])[H:41],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67]]",117.49
16,16,16,[C:1]([N:2]([C:3]([H:40])([H:41])[H:42])[c:4]1[n:5][c:6]([C:7]([c:8]2[c:9]([H:45])[c:10]([H:46])[c:11]([N:12]([C:13](=[O:14])[c:15]3[c:16]([H:48])[c:17]([H:49])[c:18]([C:19]([F:20])([F:21])[F:22])[c:23]([H:50])[c:24]3[H:51])[H:47])[c:25]([H:52])[c:26]2[H:53])([H:43])[H:44])[n:27][c:28]([N:29]([C:30]([H:54])([H:55])[H:56])[C:31]([H:57])([H:58])[H:59])[c:32]1[C:33]([C:34](=[O:35])[O:36][H:62])([H:60])[H:61])([H:37])([H:38])[H:39],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62]]",3.0
17,17,17,[O:1]=[C:2]([C:3]([N:4]1[C:5]2=[N:6][C:7]([H:25])([H:26])[C:8]([H:27])([H:28])[N:9]2[c:10]2[c:11]([H:29])[c:12]([H:30])[c:13]([H:31])[c:14]([H:32])[c:15]21)([H:23])[H:24])[c:16]1[c:17]([H:33])[c:18]([H:34])[c:19]([Cl:20])[c:21]([H:35])[c:22]1[H:36],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36]]",4.0
18,18,18,[C:1]([c:2]1[c:3]([H:38])[c:4]([C:5]([N:6]2[C:7]([H:41])([H:42])[c:8]3[c:9]([H:43])[c:10]([H:44])[c:11]([H:45])[c:12]([H:46])[c:13]3[C:14]([H:47])([H:48])[C@:15]2([C:16](=[O:17])[N:18]([c:19]2[c:20]([H:51])[c:21]([H:52])[c:22]([Cl:23])[c:24]([H:53])[c:25]2[Cl:26])[H:50])[H:49])([H:39])[H:40])[c:27]([H:54])[c:28]([H:55])[c:29]1[O:30][C:31]([C:32](=[O:33])[O:34][H:58])([H:56])[H:57])([H:35])([H:36])[H:37],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58]]",11.0
19,19,19,[C:1]([C:2]([O:3]/[N:4]=[C:5](\[c:6]1[c:7]([H:41])[c:8]([H:42])[c:9]([Br:10])[c:11]([H:43])[c:12]1[H:44])[C:13]1([H:45])[C:14]([H:46])([H:47])[C:15]([H:48])([H:49])[N:16]([C:17]2([C:18]([H:50])([H:51])[H:52])[C:19]([H:53])([H:54])[C:20]([H:55])([H:56])[N:21]([C:22](=[O:23])[c:24]3[c:25]([Cl:26])[c:27]([H:57])[n:28][c:29]([H:58])[c:30]3[Cl:31])[C:32]([H:59])([H:60])[C:33]2([H:61])[H:62])[C:34]([H:63])([H:64])[C:35]1([H:65])[H:66])([H:39])[H:40])([H:36])([H:37])[H:38],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66]]",4.0
20,20,20,[C:1]([O:2][c:3]1[c:4]([H:26])[c:5]([H:27])[c:6]([H:28])[c:7]([H:29])[c:8]1[C:9](=[O:10])/[C:11](=[C:12](/[c:13]1[c:14]([H:32])[c:15]([H:33])[c:16]([H:34])[c:17]([H:35])[c:18]1[C:19]([F:20])([F:21])[F:22])[H:31])[H:30])([H:23])([H:24])[H:25],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35]]",150.0
21,21,21,[C:1]([C:2]([C:3]([C:4]([N:5]([C:6](=[O:7])[c:8]1[c:9]([H:49])[c:10]([H:50])[c:11]([O:12][c:13]2[c:14]([H:51])[c:15]([H:52])[c:16]([C:17]([C:18](=[O:19])[O:20][H:55])([H:53])[H:54])[c:21]([H:56])[c:22]2[O:23][C:24]([H:57])([H:58])[H:59])[c:25]([N:26]([S:27](=[O:28])(=[O:29])[c:30]2[c:31]([H:61])[c:32]([H:62])[c:33]([Cl:34])[c:35]([H:63])[c:36]2[Cl:37])[H:60])[c:38]1[H:64])[H:48])([H:46])[H:47])([H:44])[H:45])([H:42])[H:43])([H:39])([H:40])[H:41],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64]]",3.0
22,22,22,[C:1]([c:2]1[c:3]([H:33])[c:4]([H:34])[c:5]([N:6]([C:7](=[O:8])[C@@:9]2([H:36])[C:10]([H:37])([H:38])[C:11]([H:39])([H:40])[C:12]([H:41])([H:42])[N:13]2[S:14](=[O:15])(=[O:16])[c:17]2[c:18]([H:43])[c:19]([H:44])[c:20]([H:45])[c:21]3[c:22]([H:46])[c:23]([H:47])[c:24]([H:48])[n:25][c:26]23)[H:35])[c:27]([C:28]([H:49])([H:50])[H:51])[c:29]1[H:52])([H:30])([H:31])[H:32],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52]]",150.0
23,23,23,[C:1]([c:2]1[c:3]([H:33])[c:4]([H:34])[c:5]([N:6]([C:7](=[O:8])[C@:9]2([H:36])[C:10]([H:37])([H:38])[C:11]([H:39])([H:40])[C:12]([H:41])([H:42])[N:13]2[S:14](=[O:15])(=[O:16])[c:17]2[c:18]([H:43])[c:19]([H:44])[c:20]([H:45])[c:21]3[c:22]([H:46])[c:23]([H:47])[c:24]([H:48])[n:25][c:26]23)[H:35])[c:27]([C:28]([H:49])([H:50])[H:51])[c:29]1[H:52])([H:30])([H:31])[H:32],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52]]",150.0
24,24,24,[C:1]([C:2]([C:3]([C:4]([C:5]([S:6][c:7]1[n:8][c:9]([O:10][H:29])[c:11]2[c:16]([n:17]1)[N:15]=[C:13]([N:14]([H:30])[H:31])[S:12]2)([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])([H:21])[H:22])([H:18])([H:19])[H:20],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]]",18.0
25,25,25,[C:1]([O:2][c:3]1[c:4]([H:34])[c:5]([H:35])[c:6]([H:36])[c:7]([H:37])[c:8]1[O:9][C:10]([C:11]([N:12]([C:13]([C:14]([O:15][H:46])([C:16]([O:17][c:18]1[c:19]([H:49])[c:20]([H:50])[c:21]([H:51])[c:22]2[c:30]1-[c:29]1[c:24]([c:25]([H:53])[c:26]([H:54])[c:27]([H:55])[c:28]1[H:56])[N:23]2[H:52])([H:47])[H:48])[H:45])([H:43])[H:44])[H:42])([H:40])[H:41])([H:38])[H:39])([H:31])([H:32])[H:33],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56]]",41.69
26,26,26,[C:1]([C:2]([N:3]1[C:4]([C:5]([H:78])([H:79])[H:80])=[C:6]([C:7](=[O:8])[O:9][H:81])[C:10]([c:11]2[c:12]([H:82])[c:13]([H:83])[c:14]([H:84])[c:15]([N:16]3[C:17]([H:85])([H:86])[C:18]([H:87])([H:88])[N:19]([c:20]4[c:21]([H:89])[c:22]([H:90])[c:23]([N:24]([S:25](=[O:26])(=[O:27])[c:28]5[c:29]([H:92])[c:30]([H:93])[c:31]([N:32]([C@:33]([C:34]([C:35]([N:36]6[C:37]([H:100])([H:101])[C:38]([H:102])([H:103])[C:39]([O:40][H:105])([H:104])[C:41]([H:106])([H:107])[C:42]6([H:108])[H:109])([H:98])[H:99])([H:96])[H:97])([C:43]([S:44][c:45]6[c:46]([H:112])[c:47]([H:113])[c:48]([H:114])[c:49]([H:115])[c:50]6[H:116])([H:110])[H:111])[H:95])[H:94])[c:51]([S:52](=[O:53])(=[O:54])[C:55]([F:56])([F:57])[F:58])[c:59]5[H:117])[H:91])[c:60]([H:118])[c:61]4[H:119])[C:62]([H:120])([H:121])[C:63]3([H:122])[H:123])[c:64]2[H:124])=[C:65]1[c:66]1[c:67]([H:125])[c:68]([H:126])[c:69]([Cl:70])[c:71]([H:127])[c:72]1[H:128])([H:76])[H:77])([H:73])([H:74])[H:75],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128]]",15.14
27,27,27,[C:1]([c:2]1[c:3]([H:17])[c:4]([C:5]([H:18])([H:19])[H:20])[n:6][c:7]([S:8][C:9]([C:10]([N:11]([H:23])[H:24])=[O:12])([H:21])[H:22])[n:13]1)([H:14])([H:15])[H:16],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24]]",3.0
28,28,28,[N:1]([c:2]1[n:3][c:4]([H:19])[c:5]([H:20])[c:6]([N:7]2[C:8]([H:21])=[C:9]([H:22])[c:10]3[c:11]([H:23])[c:12]([H:24])[c:13]([H:25])[c:14]([H:26])[c:15]32)[n:16]1)([H:17])[H:18],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26]]",112.0
29,29,29,[C:1]([C:2](=[O:3])[N:4]1[N:5]=[C:6]([c:7]2[c:8]([H:26])[c:9]([H:27])[c:10]([Br:11])[c:12]([H:28])[c:13]2[H:29])[C:14]([H:30])([H:31])[C:15]1([c:16]1[c:17]([H:33])[c:18]([H:34])[c:19]([C:20]([H:35])([H:36])[H:37])[c:21]([H:38])[c:22]1[H:39])[H:32])([H:23])([H:24])[H:25],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]]",41.69
30,30,30,[C:1]([O:2][c:3]1[c:4]([H:27])[c:5]([H:28])[c:6]([C:7]2([H:29])[C:8]([H:30])([H:31])[C:9]([c:10]3[c:11]([H:32])[c:12]([H:33])[c:13]([Br:14])[c:15]([H:34])[c:16]3[H:35])=[N:17][N:18]2[C:19]([C:20]([H:36])([H:37])[H:38])=[O:21])[c:22]([H:39])[c:23]1[H:40])([H:24])([H:25])[H:26],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40]]",12.3
31,31,31,[C:1]([N:2]([C:3]([H:20])([H:21])[H:22])[c:4]1[c:5]([H:23])[c:6]([H:24])[n:7][c:8]2[c:16]1[C:14]([N:15]([H:27])[H:28])=[C:10]([C:11]([N:12]([H:25])[H:26])=[O:13])[S:9]2)([H:17])([H:18])[H:19],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]]",3.0
32,32,32,[C:1]([c:2]1[c:3]([H:18])[c:4]([H:19])[c:5]2[c:13]([n:14]1)[S:12][C:8]([C:9]([N:10]([H:22])[H:23])=[O:11])=[C:6]2[N:7]([H:20])[H:21])([H:15])([H:16])[H:17],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]]",13.0
33,33,33,[C:1]([O:2][c:3]1[c:4]([H:25])[c:5]([C:6]([c:7]2[c:8]([H:28])[n:9][c:10]([N:11]([H:29])[H:30])[n:12][c:13]2[N:14]([H:31])[H:32])([H:26])[H:27])[c:15]([H:33])[c:16]([O:17][C:18]([H:34])([H:35])[H:36])[c:19]1[O:20][C:21]([H:37])([H:38])[H:39])([H:22])([H:23])[H:24],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]]",3.0
34,34,34,[C:1]([O:2][c:3]1[c:4]([H:20])[c:5]([H:21])[c:6]([H:22])[c:7]([O:8][c:9]2[c:10]([H:23])[n:11][c:12]([H:24])[n:13][c:14]2[O:15][H:25])[c:16]1[H:26])([H:17])([H:18])[H:19],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26]]",3.0
