,,reaction_id,smiles,reaction_core,activation_energy
10,10,10,[O:1]=[C:2]([N:3]([S:4](=[O:5])(=[O:6])[c:7]1[c:8]([H:36])[c:9]([H:37])[c:10]([H:38])[c:11]([Cl:12])[c:13]1[H:39])[H:35])[N:14]1[C:15]([H:40])([H:41])[C:16]([H:42])([H:43])[C:17]([N:18]2[C:19]([H:45])([H:46])[C:20]([H:47])([H:48])[C:21]([O:22][c:23]3[c:24]([H:50])[c:25]([H:51])[c:26]([Cl:27])[c:28]([Cl:29])[c:30]3[H:52])([H:49])[C:31]([H:53])([H:54])[C:32]2([H:55])[H:56])([H:44])[C:33]([H:57])([H:58])[C:34]1([H:59])[H:60],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60]]",6.0
11,11,11,[O:1]=[C:2]([N:3]([S:4](=[O:5])(=[O:6])[c:7]1[c:8]([H:36])[c:9]([H:37])[c:10]([F:11])[c:12]([H:38])[c:13]1[H:39])[H:35])[N:14]1[C:15]([H:40])([H:41])[C:16]([H:42])([H:43])[C:17]([N:18]2[C:19]([H:45])([H:46])[C:20]([H:47])([H:48])[C:21]([O:22][c:23]3[c:24]([H:50])[c:25]([H:51])[c:26]([Cl:27])[c:28]([Cl:29])[c:30]3[H:52])([H:49])[C:31]([H:53])([H:54])[C:32]2([H:55])[H:56])([H:44])[C:33]([H:57])([H:58])[C:34]1([H:59])[H:60],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60]]",11.0
12,12,12,[C:1]([N:2]([C:3]([H:40])([H:41])[H:42])[c:4]1[c:5]([H:43])[c:6]([H:44])[c:7]([H:45])[c:8]([H:46])[c:9]1[S:10](=[O:11])(=[O:12])[N:13]([C:14](=[O:15])[N:16]1[C:17]([H:48])([H:49])[C:18]([H:50])([H:51])[C:19]([N:20]2[C:21]([H:53])([H:54])[C:22]([H:55])([H:56])[C:23]([O:24][c:25]3[c:26]([H:58])[c:27]([H:59])[c:28]([Cl:29])[c:30]([Cl:31])[c:32]3[H:60])([H:57])[C:33]([H:61])([H:62])[C:34]2([H:63])[H:64])([H:52])[C:35]([H:65])([H:66])[C:36]1([H:67])[H:68])[H:47])([H:37])([H:38])[H:39],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68]]",33.0
13,13,13,[C:1]([O:2][c:3]1[c:4]([H:39])[c:5]([H:40])[c:6]([S:7](=[O:8])(=[O:9])[N:10]([C:11](=[O:12])[N:13]2[C:14]([H:42])([H:43])[C:15]([H:44])([H:45])[C:16]([N:17]3[C:18]([H:47])([H:48])[C:19]([H:49])([H:50])[C:20]([O:21][c:22]4[c:23]([H:52])[c:24]([H:53])[c:25]([Cl:26])[c:27]([Cl:28])[c:29]4[H:54])([H:51])[C:30]([H:55])([H:56])[C:31]3([H:57])[H:58])([H:46])[C:32]([H:59])([H:60])[C:33]2([H:61])[H:62])[H:41])[c:34]([H:63])[c:35]1[H:64])([H:36])([H:37])[H:38],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64]]",3.0
14,14,14,[O:1]=[C:2]([N:3]([S:4](=[O:5])(=[O:6])[c:7]1[c:8]([H:35])[c:9]([H:36])[c:10]([H:37])[c:11]([H:38])[c:12]1[H:39])[H:34])[N:13]1[C:14]([H:40])([H:41])[C:15]([H:42])([H:43])[C:16]([N:17]2[C:18]([H:45])([H:46])[C:19]([H:47])([H:48])[C:20]([O:21][c:22]3[c:23]([H:50])[c:24]([H:51])[c:25]([Cl:26])[c:27]([Cl:28])[c:29]3[H:52])([H:49])[C:30]([H:53])([H:54])[C:31]2([H:55])[H:56])([H:44])[C:32]([H:57])([H:58])[C:33]1([H:59])[H:60],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60]]",3.0
15,15,15,[O:1]=[C:2]([N:3]([S:4](=[O:5])(=[O:6])[c:7]1[c:8]([H:36])[c:9]([H:37])[c:10]([Cl:11])[c:12]([H:38])[c:13]1[H:39])[H:35])[N:14]1[C:15]([H:40])([H:41])[C:16]([H:42])([H:43])[C:17]([N:18]2[C:19]([H:45])([H:46])[C:20]([H:47])([H:48])[C:21]([O:22][c:23]3[c:24]([H:50])[c:25]([H:51])[c:26]([Cl:27])[c:28]([Cl:29])[c:30]3[H:52])([H:49])[C:31]([H:53])([H:54])[C:32]2([H:55])[H:56])([H:44])[C:33]([H:57])([H:58])[C:34]1([H:59])[H:60],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60]]",5.0
16,16,16,[C:1]([c:2]1[c:3]([H:39])[c:4]([H:40])[c:5]([S:6](=[O:7])(=[O:8])[N:9]([C:10]([H:41])([H:42])[H:43])[C:11](=[O:12])[N:13]2[C:14]([H:44])([H:45])[C:15]([H:46])([H:47])[C:16]([N:17]3[C:18]([H:49])([H:50])[C:19]([H:51])([H:52])[C:20]([O:21][c:22]4[c:23]([H:54])[c:24]([H:55])[c:25]([Cl:26])[c:27]([Cl:28])[c:29]4[H:56])([H:53])[C:30]([H:57])([H:58])[C:31]3([H:59])[H:60])([H:48])[C:32]([H:61])([H:62])[C:33]2([H:63])[H:64])[c:34]([H:65])[c:35]1[H:66])([H:36])([H:37])[H:38],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66]]",10.0
17,17,17,[C:1]([c:2]1[c:3]([H:38])[c:4]([H:39])[c:5]([S:6](=[O:7])(=[O:8])[N:9]([C:10](=[O:11])[N:12]2[C:13]([H:41])([H:42])[C:14]([H:43])([H:44])[C:15]([N:16]3[C:17]([H:46])([H:47])[C:18]([H:48])([H:49])[C:19]([O:20][c:21]4[c:22]([H:51])[c:23]([H:52])[c:24]([F:25])[c:26]([F:27])[c:28]4[H:53])([H:50])[C:29]([H:54])([H:55])[C:30]3([H:56])[H:57])([H:45])[C:31]([H:58])([H:59])[C:32]2([H:60])[H:61])[H:40])[c:33]([H:62])[c:34]1[H:63])([H:35])([H:36])[H:37],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]]",3.0
18,18,18,[C:1]([O:2][c:3]1[c:4]([H:39])[c:5]([H:40])[c:6]([H:41])[c:7]([H:42])[c:8]1[S:9](=[O:10])(=[O:11])[N:12]([C:13](=[O:14])[N:15]1[C:16]([H:44])([H:45])[C:17]([H:46])([H:47])[C:18]([N:19]2[C:20]([H:49])([H:50])[C:21]([H:51])([H:52])[C:22]([O:23][c:24]3[c:25]([H:54])[c:26]([H:55])[c:27]([Cl:28])[c:29]([Cl:30])[c:31]3[H:56])([H:53])[C:32]([H:57])([H:58])[C:33]2([H:59])[H:60])([H:48])[C:34]([H:61])([H:62])[C:35]1([H:63])[H:64])[H:43])([H:36])([H:37])[H:38],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64]]",3.0
19,19,19,[C:1]([c:2]1[c:3]([Cl:4])[c:5]([H:41])[c:6]([H:42])[c:7]([O:8][C:9]2([H:43])[C:10]([H:44])([H:45])[C:11]([H:46])([H:47])[N:12]([C:13]3([H:48])[C:14]([H:49])([H:50])[C:15]([H:51])([H:52])[N:16]([C:17](=[O:18])[N:19]([S:20](=[O:21])(=[O:22])[c:23]4[c:24]([H:54])[c:25]([H:55])[c:26]([N:27]([C:28]([H:56])([H:57])[H:58])[C:29]([H:59])([H:60])[H:61])[c:30]([H:62])[c:31]4[H:63])[H:53])[C:32]([H:64])([H:65])[C:33]3([H:66])[H:67])[C:34]([H:68])([H:69])[C:35]2([H:70])[H:71])[c:36]1[Cl:37])([H:38])([H:39])[H:40],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71]]",9.0
20,20,20,[C:1]([c:2]1[c:3]([H:38])[c:4]([H:39])[c:5]([S:6](=[O:7])(=[O:8])[N:9]([C:10](=[O:11])[N:12]2[C:13]([H:41])([H:42])[C:14]([H:43])([H:44])[C:15]([N:16]3[C:17]([H:46])([H:47])[C:18]([H:48])([H:49])[C:19]([O:20][c:21]4[c:22]([H:51])[c:23]([H:52])[c:24]([Cl:25])[c:26]([H:53])[c:27]4[Cl:28])([H:50])[C:29]([H:54])([H:55])[C:30]3([H:56])[H:57])([H:45])[C:31]([H:58])([H:59])[C:32]2([H:60])[H:61])[H:40])[c:33]([H:62])[c:34]1[H:63])([H:35])([H:36])[H:37],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]]",3.0
21,21,21,[O:1]=[C:2]([N:3]([S:4](=[O:5])(=[O:6])[c:7]1[c:8]([H:36])[c:9]([H:37])[c:10]([H:38])[c:11]([H:39])[c:12]1[Cl:13])[H:35])[N:14]1[C:15]([H:40])([H:41])[C:16]([H:42])([H:43])[C:17]([N:18]2[C:19]([H:45])([H:46])[C:20]([H:47])([H:48])[C:21]([O:22][c:23]3[c:24]([H:50])[c:25]([H:51])[c:26]([Cl:27])[c:28]([Cl:29])[c:30]3[H:52])([H:49])[C:31]([H:53])([H:54])[C:32]2([H:55])[H:56])([H:44])[C:33]([H:57])([H:58])[C:34]1([H:59])[H:60],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60]]",3.0
22,22,22,[C:1]([c:2]1[c:3]([H:38])[c:4]([H:39])[c:5]([S:6](=[O:7])(=[O:8])[N:9]([C:10](=[O:11])[N:12]2[C:13]([H:41])([H:42])[C:14]([H:43])([H:44])[C:15]([N:16]3[C:17]([H:46])([H:47])[C:18]([H:48])([H:49])[C:19]([O:20][c:21]4[c:22]([H:51])[c:23]([H:52])[c:24]([Cl:25])[c:26]([H:53])[c:27]4[C:28]([H:54])([H:55])[H:56])([H:50])[C:29]([H:57])([H:58])[C:30]3([H:59])[H:60])([H:45])[C:31]([H:61])([H:62])[C:32]2([H:63])[H:64])[H:40])[c:33]([H:65])[c:34]1[H:66])([H:35])([H:36])[H:37],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66]]",6.0
23,23,23,[C:1]([c:2]1[c:3]([H:38])[c:4]([H:39])[c:5]([H:40])[c:6]([H:41])[c:7]1[S:8](=[O:9])(=[O:10])[N:11]([C:12](=[O:13])[N:14]1[C:15]([H:43])([H:44])[C:16]([H:45])([H:46])[C:17]([N:18]2[C:19]([H:48])([H:49])[C:20]([H:50])([H:51])[C:21]([O:22][c:23]3[c:24]([H:53])[c:25]([H:54])[c:26]([Cl:27])[c:28]([Cl:29])[c:30]3[H:55])([H:52])[C:31]([H:56])([H:57])[C:32]2([H:58])[H:59])([H:47])[C:33]([H:60])([H:61])[C:34]1([H:62])[H:63])[H:42])([H:35])([H:36])[H:37],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]]",3.0
24,24,24,[C:1]([N:2]([C:3]([H:40])([H:41])[H:42])[c:4]1[c:5]([H:43])[c:6]([H:44])[c:7]([S:8](=[O:9])(=[O:10])[N:11]([C:12](=[O:13])[N:14]2[C:15]([H:46])([H:47])[C:16]([H:48])([H:49])[C:17]([N:18]3[C:19]([H:51])([H:52])[C:20]([H:53])([H:54])[C:21]([O:22][c:23]4[c:24]([H:56])[c:25]([H:57])[c:26]([Cl:27])[c:28]([Cl:29])[c:30]4[H:58])([H:55])[C:31]([H:59])([H:60])[C:32]3([H:61])[H:62])([H:50])[C:33]([H:63])([H:64])[C:34]2([H:65])[H:66])[H:45])[c:35]([H:67])[c:36]1[H:68])([H:37])([H:38])[H:39],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68]]",10.5
25,25,25,[N:1]#[C:2][c:3]1[c:4]([H:36])[c:5]([H:37])[c:6]([H:38])[c:7]([S:8](=[O:9])(=[O:10])[N:11]([C:12](=[O:13])[N:14]2[C:15]([H:40])([H:41])[C:16]([H:42])([H:43])[C:17]([N:18]3[C:19]([H:45])([H:46])[C:20]([H:47])([H:48])[C:21]([O:22][c:23]4[c:24]([H:50])[c:25]([H:51])[c:26]([Cl:27])[c:28]([Cl:29])[c:30]4[H:52])([H:49])[C:31]([H:53])([H:54])[C:32]3([H:55])[H:56])([H:44])[C:33]([H:57])([H:58])[C:34]2([H:59])[H:60])[H:39])[c:35]1[H:61],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61]]",3.0
26,26,26,[C:1]([c:2]1[c:3]([H:39])[c:4]([H:40])[c:5]([S:6](=[O:7])(=[O:8])[N:9]([C:10](=[O:11])[N:12]2[C:13]([H:42])([H:43])[C:14]([H:44])([H:45])[C:15]([N:16]3[C:17]([H:47])([H:48])[C:18]([H:49])([H:50])[C:19]([O:20][c:21]4[c:22]([H:52])[c:23]([H:53])[c:24]([Cl:25])[c:26]([C:27]([H:54])([H:55])[H:56])[c:28]4[Cl:29])([H:51])[C:30]([H:57])([H:58])[C:31]3([H:59])[H:60])([H:46])[C:32]([H:61])([H:62])[C:33]2([H:63])[H:64])[H:41])[c:34]([H:65])[c:35]1[H:66])([H:36])([H:37])[H:38],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66]]",3.0
27,27,27,[C:1]([C:2]([N:3]([C:4]([c:5]1[c:6]([H:44])[c:7]([C:8]([F:9])([F:10])[F:11])[c:12]([H:45])[c:13]([H:46])[c:14]1-[c:15]1[c:16]([H:47])[c:17]([C:18]([C:19](=[O:20])[O:21][H:50])([H:48])[H:49])[c:22]([H:51])[c:23]([H:52])[c:24]1[O:25][C:26]([H:53])([H:54])[H:55])([H:42])[H:43])[C:27](=[O:28])[N:29]([C:30]([c:31]1[c:32]([H:59])[c:33]([H:60])[c:34]([H:61])[c:35]([H:62])[c:36]1[H:63])([H:57])[H:58])[H:56])([H:40])[H:41])([H:37])([H:38])[H:39],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]]",67.61
28,28,28,[C:1]([O:2][c:3]1[c:4]([H:25])[c:5]([H:26])[c:6]([C:7]([N:8]([C:9](=[O:10])[N:11]([C:12]2=[N:13][C:14]([H:31])=[C:15]([N+:16](=[O:17])[O-:18])[S:19]2)[H:30])[H:29])([H:27])[H:28])[c:20]([H:32])[c:21]1[H:33])([H:22])([H:23])[H:24],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33]]",56.0
29,29,29,[O:1]=[C:2]([N:3]([S:4](=[O:5])(=[O:6])[c:7]1[c:8]([H:20])[c:9]([H:21])[c:10]([H:22])[c:11]([H:23])[c:12]1[Cl:13])[H:19])[C:14]1=[C:15]([H:24])[C:16]([H:25])=[C:17]([H:26])[N:18]1[H:27],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27]]",3.0
30,30,30,[Cl:1][c:2]1[c:3]([H:24])[c:4]([H:25])[c:5]([H:26])[c:6]([C:7]2=[C:8]([H:27])[N:9]=[C:10]3[C:11]([H:28])=[C:12]([H:29])[C:13]([N:14]([C:15]4([H:31])[C:16]([H:32])([H:33])[C:17]([H:34])([H:35])[O:18][C:19]([H:36])([H:37])[C:20]4([H:38])[H:39])[H:30])=[N:21][N:22]23)[c:23]1[H:40],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40]]",9.12
31,31,31,[C:1]([O:2][c:3]1[c:4]([H:33])[c:5]([H:34])[c:6]([C:7](=[O:8])[N:9]([C:10]([C:11]([N:12]2[C:13]([H:40])([H:41])[C:14]([H:42])([H:43])[N:15]([C:16]([c:17]3[c:18]([H:46])[c:19]([H:47])[c:20]([Cl:21])[c:22]([Cl:23])[c:24]3[H:48])([H:44])[H:45])[C:25]([H:49])([H:50])[C:26]2([H:51])[H:52])([H:38])[H:39])([H:36])[H:37])[H:35])[c:27]([H:53])[c:28]1[Cl:29])([H:30])([H:31])[H:32],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53]]",50.5
32,32,32,[C:1]([O:2][C:3]1=[C:4]([H:32])[C:5]([N:6]([c:7]2[n:8][c:9]3[c:10]([c:11]([H:34])[c:12]2[F:13])[N:14]=[C:15]([H:35])[N:16]3[C@@:17]([C:18]([O:19][H:39])([H:37])[H:38])([c:20]2[c:21]([H:40])[c:22]([H:41])[c:23]([F:24])[c:25]([H:42])[n:26]2)[H:36])[H:33])=[N:27][N:28]1[H:43])([H:29])([H:30])[H:31],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43]]",7.24
