,,reaction_id,smiles,reaction_core,activation_energy
10,11,11,[O:1]=[C:2]1[N:3]([H:34])[c:4]2[c:5]([O:6][H:35])[c:7]([H:36])[c:8]([H:37])[c:9]([C@@:10]([O:11][H:39])([C:12]([N:13]([C:14]([C:15]([c:16]3[c:17]([H:47])[c:18]([H:48])[c:19]([H:49])[c:20]([C:21]([N:22]([C:23]([c:24]4[c:25]([H:55])[c:26]([H:56])[c:27]([H:57])[c:28]([H:58])[c:29]4[Cl:30])([H:53])[H:54])[H:52])([H:50])[H:51])[c:31]3[H:59])([H:45])[H:46])([H:43])[H:44])[H:42])([H:40])[H:41])[H:38])[c:32]2[S:33]1,"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59]]",47.0
11,12,12,[C:1]([C:2]([O:3][c:4]1[c:5]([H:41])[c:6]([H:42])[c:7]([H:43])[c:8]([H:44])[c:9]1[C:10]([N:11]([C:12]([c:13]1[c:14]([H:50])[c:15]([H:51])[c:16]([H:52])[c:17]([C:18]([C:19]([N:20]([C:21]([C@:22]([O:23][H:61])([c:24]2[c:25]([H:62])[c:26]([H:63])[c:27]([O:28][H:64])[c:29]3[c:34]2[S:33][C:31](=[O:32])[N:30]3[H:65])[H:60])([H:58])[H:59])[H:57])([H:55])[H:56])([H:53])[H:54])[c:35]1[H:66])([H:48])[H:49])[H:47])([H:45])[H:46])([H:39])[H:40])([H:36])([H:37])[H:38],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66]]",44.0
12,13,13,[O:1]=[C:2]([O:3][H:29])[C:4]([O:5][c:6]1[c:7]([H:32])[c:8]([H:33])[c:9]([Cl:10])[c:11]([H:34])[c:12]1[C:13]([N:14]1[C:15]([H:37])([H:38])[C:16]([H:39])([H:40])[C:17]([S:18](=[O:19])(=[O:20])[c:21]2[c:22]([H:42])[c:23]([H:43])[c:24]([H:44])[c:25]([H:45])[c:26]2[H:46])([H:41])[C:27]([H:47])([H:48])[C:28]1([H:49])[H:50])([H:35])[H:36])([H:30])[H:31],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50]]",3.0
13,14,14,[C:1]([C:2]([O:3][c:4]1[c:5]([H:49])[c:6]([H:50])[c:7]([N:8]2[C:9]([C@@:10]([C:11]([H:52])([H:53])[H:54])([N:12]([C:13]([c:14]3[c:15]([H:57])[c:16]([H:58])[c:17]([H:59])[n:18][c:19]3[H:60])([H:55])[H:56])[C:20](=[O:21])[C:22]([c:23]3[c:24]([H:63])[c:25]([H:64])[c:26]([C:27]([F:28])([F:29])[F:30])[c:31]([H:65])[c:32]3[H:66])([H:61])[H:62])[H:51])=[N:33][c:34]3[c:35]([H:67])[c:36]([H:68])[c:37]([H:69])[c:38]([H:70])[c:39]3[C:40]2=[O:41])[c:42]([H:71])[c:43]1[H:72])([H:47])[H:48])([H:44])([H:45])[H:46],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72]]",17.03
14,15,15,[O:1]=[C:2]([O:3][H:35])[c:4]1[c:5]([H:36])[c:6]([H:37])[c:7]([H:38])[c:8](-[c:9]2[c:10]([H:39])[c:11]([H:40])[c:12]3[c:13]([C:14](=[O:15])[N:16]([C:17]([C:18]45[C:19]([H:44])([H:45])[C:20]6([H:46])[C:21]([H:47])([H:48])[C:22]([H:49])([C:23]([H:50])([H:51])[C:24]([H:52])([C:25]6([H:53])[H:54])[C:26]4([H:55])[H:56])[C:27]5([H:57])[H:58])([H:42])[H:43])[H:41])[c:28]([Cl:29])[c:30]([H:59])[c:31]([H:60])[c:32]3[n:33]2)[c:34]1[H:61],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61]]",33.0
15,16,16,[O:1]=[C:2]([N:3]([C:4]([C:5]1([H:25])[C:6]([H:26])([H:27])[C:7]([H:28])([H:29])[C:8]([H:30])([H:31])[C:9]([H:32])([H:33])[C:10]1([H:34])[H:35])([H:23])[H:24])[H:22])[c:11]1[c:12]([Cl:13])[c:14]([H:36])[c:15]([H:37])[c:16]2[n:17][c:18]([H:38])[c:19]([H:39])[c:20]([H:40])[c:21]12,"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40]]",150.0
16,17,17,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]1=[C:7]([C:8]([H:32])([H:33])[H:34])[N:9]([H:35])[C:10]([C:11]([H:36])([H:37])[H:38])=[C:12]([C:13](=[O:14])[O:15][C:16]([H:39])([H:40])[H:41])[C:17]1([c:18]1[c:19]([H:43])[c:20]([H:44])[c:21]([H:45])[c:22]([N+:23](=[O:24])[O-:25])[c:26]1[H:46])[H:42])([H:30])[H:31])([H:27])([H:28])[H:29],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46]]",85.0
17,18,18,[C:1]([O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([H:29])([H:30])[H:31])[N:8]([H:32])[C:9]([C:10]([H:33])([H:34])[H:35])=[C:11]([C:12](=[O:13])[O:14][C:15]([H:36])([H:37])[H:38])[C:16]1([c:17]1[c:18]([H:40])[c:19]([H:41])[c:20]([H:42])[c:21]([H:43])[c:22]1[N+:23](=[O:24])[O-:25])[H:39])([H:26])([H:27])[H:28],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43]]",150.0
18,19,19,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]1=[C:7]([c:8]2[c:9]([H:27])[c:10]([H:28])[c:11]([H:29])[c:12]([H:30])[c:13]2[H:31])[N:14]=[C:15]2[C:16]([H:32])=[C:17]([H:33])[C:18]([C:19]([H:34])([H:35])[H:36])=[C:20]([H:37])[N:21]12)([H:25])[H:26])([H:22])([H:23])[H:24],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37]]",150.0
19,20,20,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]1=[C:7]([c:8]2[c:9]([H:27])[c:10]([H:28])[c:11]([H:29])[c:12]([H:30])[c:13]2[H:31])[N:14]=[C:15]2[C:16]([H:32])=[C:17]([C:18]([H:33])([H:34])[H:35])[C:19]([H:36])=[C:20]([H:37])[N:21]12)([H:25])[H:26])([H:22])([H:23])[H:24],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37]]",150.0
20,21,21,[O:1]([C:2]1=[N:3][c:4]2[c:5]([O:6][H:31])[c:7]([H:32])[c:8]([H:33])[c:9]([C:10]([C:11]([N:12]([C:13]([C:14]([C:15]([C:16]([C:17]([C:18]([O:19][C:20]([C:21]([c:22]3[c:23]([H:55])[c:24]([H:56])[c:25]([H:57])[c:26]([H:58])[c:27]3[H:59])([H:53])[H:54])([H:51])[H:52])([H:49])[H:50])([H:47])[H:48])([H:45])[H:46])([H:43])[H:44])([H:41])[H:42])([H:39])[H:40])[H:38])([H:36])[H:37])([H:34])[H:35])[c:28]2[S:29]1)[H:30],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59]]",29.0
21,22,22,[C:1]([C:2]([C:3]([H:35])([H:36])[H:37])([C:4]([C:5]([C:6]([C:7]([C:8]([O:9][C:10]([C:11]([c:12]1[c:13]([H:52])[c:14]([H:53])[c:15]([H:54])[c:16]([H:55])[c:17]1[H:56])([H:50])[H:51])([H:48])[H:49])([H:46])[H:47])([H:44])[H:45])([H:42])[H:43])([H:40])[H:41])([H:38])[H:39])[N:18]([C:19]([C:20]([c:21]1[c:22]([H:62])[c:23]([H:63])[c:24]([O:25][H:64])[c:26]2[c:31]1[S:30][C:28]([O:29][H:65])=[N:27]2)([H:60])[H:61])([H:58])[H:59])[H:57])([H:32])([H:33])[H:34],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65]]",48.67
22,23,23,[N:1]([C:2]1=[N:3][c:4]2[c:5]([H:13])[c:6]([H:14])[c:7]([H:15])[c:8]([H:16])[c:9]2[N:10]1[H:17])([H:11])[H:12],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17]]",3.0
23,24,24,[C:1]([C:2]([C:3]([S:4][c:5]1[c:6]([H:26])[c:7]([H:27])[c:8]2[c:17]([c:18]1[H:33])[N:16]([H:32])[C:10]([N:11]([C:12](=[O:13])[O:14][C:15]([H:29])([H:30])[H:31])[H:28])=[N:9]2)([H:24])[H:25])([H:22])[H:23])([H:19])([H:20])[H:21],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33]]",34.67
24,25,25,[C:1]([c:2]1[c:3]([H:43])[c:4]([H:44])[c:5]([N:6]2[N:7]=[C:8]([C:9]([C:10]([H:45])([H:46])[H:47])([C:11]([H:48])([H:49])[H:50])[C:12]([H:51])([H:52])[H:53])[C:13]([H:54])=[C:14]2[N:15]([C:16](=[O:17])[N:18]([c:19]2[c:20]([H:57])[c:21]([H:58])[c:22]([O:23][C:24]([C:25]([N:26]3[C:27]([H:63])([H:64])[C:28]([H:65])([H:66])[O:29][C:30]([H:67])([H:68])[C:31]3([H:69])[H:70])([H:61])[H:62])([H:59])[H:60])[c:32]3[c:33]([H:71])[c:34]([H:72])[c:35]([H:73])[c:36]([H:74])[c:37]23)[H:56])[H:55])[c:38]([H:75])[c:39]1[H:76])([H:40])([H:41])[H:42],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76]]",124.0
25,26,26,[C:1]([C@@:2]([C:3](=[O:4])[O:5][C@@:6]1([H:39])[C:7]([H:40])([H:41])[N+:8]2([C:9]([C:10](=[O:11])[N:12]([c:13]3[c:14]([H:45])[c:15]([H:46])[c:16]([H:47])[c:17]([H:48])[n:18]3)[H:44])([H:42])[H:43])[C:19]([H:49])([H:50])[C:20]([H:51])([H:52])[C:21]1([H:53])[C:22]([H:54])([H:55])[C:23]2([H:56])[H:57])([c:24]1[c:25]([H:58])[c:26]([H:59])[c:27]([H:60])[c:28]([H:61])[c:29]1[H:62])[N:30]1[C:31]([H:63])([H:64])[C:32]([H:65])([H:66])[C:33]([H:67])([H:68])[C:34]([H:69])([H:70])[C:35]1([H:71])[H:72])([H:36])([H:37])[H:38],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72]]",66.0
26,27,27,[C:1]([C@:2]1([H:28])[C:3]([H:29])([H:30])[N:4]([c:5]2[c:6]([H:31])[c:7]([H:32])[c:8]3[c:9]([n:10]2)[N:11]([H:33])[C:12](=[O:13])[C:14]([H:34])([H:35])[O:15]3)[C@@:16]([c:17]2[c:18]([H:37])[c:19]([H:38])[c:20]([H:39])[c:21]([H:40])[c:22]2[H:41])([H:36])[C:23]([H:42])([H:43])[O:24]1)([H:25])([H:26])[H:27],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43]]",11.75
27,28,28,[C:1]([C:2]([N:3]([C:4](=[O:5])[C:6]1=[C:16]([N:17]([S:18](=[O:19])(=[O:20])[c:21]2[c:22]([H:50])[c:23]([H:51])[c:24]([C:25]3=[C:26]([H:52])[N:27]=[C:28]([H:53])[O:29]3)[c:30]([H:54])[c:31]2[H:55])[H:49])[N:9]([c:10]2[c:11]([H:44])[c:12]([H:45])[c:13]([H:46])[c:14]([H:47])[c:15]2[H:48])[N:8]=[C:7]1[H:43])[C:32]1([H:56])[C:33]([H:57])([H:58])[C:34]([H:59])([H:60])[C:35]([H:61])([H:62])[C:36]([H:63])([H:64])[C:37]1([H:65])[H:66])([H:41])[H:42])([H:38])([H:39])[H:40],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66]]",137.0
28,29,29,[O:1]=[S:2]1(=[O:3])[C:4]([H:21])([H:22])[C:5]([O:6][H:24])([H:23])[C:7]([N:8]2[C:9]([H:26])([H:27])[C:10]([H:28])([H:29])[C:11]([c:12]3[c:13]([H:31])[c:14]([H:32])[c:15]([H:33])[c:16]([H:34])[c:17]3[H:35])([H:30])[C:18]([H:36])([H:37])[C:19]2([H:38])[H:39])([H:25])[C:20]1([H:40])[H:41],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41]]",5.25
29,30,30,[C:1]([c:2]1[c:3]([H:28])[c:4]([H:29])[c:5]2[c:6]([c:7]1[H:30])[C:8]([S+:9]([O-:10])[c:11]1[c:12]([H:31])[c:13]([H:32])[c:14]([Cl:15])[c:16]([H:33])[c:17]1[H:34])=[C:18]([C:19]([H:35])([H:36])[H:37])[N:20]2[C:21]([C:22](=[O:23])[O:24][H:40])([H:38])[H:39])([H:25])([H:26])[H:27],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40]]",3.0
30,31,31,[C:1]([N:2]1[C:3]([H:34])=[C:4]([C:5]2=[C:6]([c:7]3[c:8]([H:35])[c:9]([H:36])[c:10]([H:37])[c:11]([N:12]([C:13]([C:14]([O:15][H:42])([C:16]([O:17][H:45])([H:43])[H:44])[H:41])([H:39])[H:40])[H:38])[c:18]3[H:46])[C:19](=[O:20])[N:21]([H:47])[C:22]2=[O:23])[c:24]2[c:25]([H:48])[c:26]([F:27])[c:28]([H:49])[c:29]([H:50])[c:30]21)([H:31])([H:32])[H:33],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50]]",29.0
31,32,32,[C:1]([O:2][C:3]([C@@:4]([O:5][H:40])([C:6]([N:7]1[C:8](=[O:9])[C:10]([H:43])=[N:11][N:12]([c:13]2[c:14]([H:44])[c:15]([H:45])[c:16]([Cl:17])[c:18]([C:19](=[O:20])[N:21]([C:22]([C:23]3([O:24][H:49])[C:25]([H:50])([H:51])[C:26]([H:52])([H:53])[C:27]([H:54])([H:55])[C:28]([H:56])([H:57])[C:29]([H:58])([H:59])[C:30]3([H:60])[H:61])([H:47])[H:48])[H:46])[c:31]2[H:62])[C:32]1=[O:33])([H:41])[H:42])[H:39])([H:37])[H:38])([H:34])([H:35])[H:36],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62]]",7.5
32,33,33,[O:1]=[C:2]([N:3]([C:4]([C:5]1([O:6][H:31])[C:7]([H:32])([H:33])[C:8]([H:34])([H:35])[C:9]([H:36])([H:37])[C:10]([H:38])([H:39])[C:11]([H:40])([H:41])[C:12]1([H:42])[H:43])([H:29])[H:30])[H:28])[c:13]1[c:14]([H:44])[c:15]([N:16]2[N:17]=[C:18]([H:45])[C:19](=[O:20])[N:21]([H:46])[C:22]2=[O:23])[c:24]([H:47])[c:25]([H:48])[c:26]1[Cl:27],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48]]",3.0
33,34,34,[O:1]=[C:2]([N:3]([C:4]1([H:33])[C:5]([H:34])([H:35])[C:6]1([H:36])[H:37])[H:32])[C:7]1=[C:8]([H:38])[N:9]([c:10]2[c:11]([H:39])[c:12]([H:40])[c:13]([H:41])[c:14]([C:15]#[C:16][c:17]3[c:18]([H:42])[c:19]([H:43])[c:20]([H:44])[n:21][c:22]3[H:45])[c:23]2[H:46])[c:24]2[n:25][c:26]([H:47])[c:27]([H:48])[c:28]([H:49])[c:29]2[C:30]1=[O:31],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49]]",7.0
34,35,35,[C:1]([c:2]1[c:3]([H:36])[c:4]([C:5]([N:6]([C:7]([C:8](=[O:9])[N:10]([c:11]2[c:12]([H:42])[c:13]([H:43])[c:14]([Cl:15])[c:16]([H:44])[c:17]2[Cl:18])[H:41])([H:39])[H:40])[C:19]2([H:45])[C:20]([H:46])([H:47])[C:21]([H:48])([H:49])[C:22]([H:50])([H:51])[C:23]([H:52])([H:53])[C:24]2([H:54])[H:55])([H:37])[H:38])[c:25]([H:56])[c:26]([H:57])[c:27]1[O:28][C:29]([C:30](=[O:31])[O:32][H:60])([H:58])[H:59])([H:33])([H:34])[H:35],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60]]",101.0
