,,reaction_id,smiles,reaction_core,activation_energy
10,10,10,[C:1]([C:2](=[O:3])[N:4]([c:5]1[c:6]([H:16])[c:7]([H:17])[c:8]([O:9][H:18])[c:10]([H:19])[c:11]1[H:20])[H:15])([H:12])([H:13])[H:14],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20]]",2.5
11,12,12,[O:1]=[C:2]([O:3][H:15])[C:4]([C:5]([N:6]([C:7](=[O:8])[c:9]1[c:10]([H:21])[c:11]([H:22])[c:12]([H:23])[c:13]([H:24])[c:14]1[H:25])[H:20])([H:18])[H:19])([H:16])[H:17],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]]",0.59
12,13,13,[C:1]([C:2]([C:3]([H:20])([H:21])[H:22])([N:4]([C:5]([C:6]([O:7][H:27])([c:8]1[c:9]([H:28])[c:10]([H:29])[c:11]([O:12][H:30])[c:13]([O:14][H:31])[c:15]1[H:32])[H:26])([H:24])[H:25])[H:23])[H:19])([H:16])([H:17])[H:18],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]]",0.41
13,14,14,[C:1]([C:2]([C:3]([H:18])([H:19])[H:20])([c:4]1[c:5]([H:21])[c:6]([H:22])[c:7]([H:23])[c:8]([C:9]([C:10]([H:25])([H:26])[H:27])([C:11]([H:28])([H:29])[H:30])[H:24])[c:12]1[O:13][H:31])[H:17])([H:14])([H:15])[H:16],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]]",3.2
14,15,15,[C:1]([C:2]([C:3]([H:23])([H:24])[H:25])([N:4]([C:5]([C:6]([O:7][H:30])([c:8]1[c:9]([H:31])[c:10]([H:32])[c:11]([N:12]([S:13]([C:14]([H:34])([H:35])[H:36])(=[O:15])=[O:16])[H:33])[c:17]([H:37])[c:18]1[H:38])[H:29])([H:27])[H:28])[H:26])[H:22])([H:19])([H:20])[H:21],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38]]",6.3
15,16,16,[C:1]([C@:2]([N:3]([H:19])[H:20])([C:4]([c:5]1[c:6]([H:23])[c:7]([H:24])[c:8]([O:9][H:25])[c:10]([O:11][H:26])[c:12]1[H:27])([H:21])[H:22])[C:13](=[O:14])[O:15][H:28])([H:16])([H:17])[H:18],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]]",5.9
16,17,17,[C:1]([C:2]([C:3]([C:4]([C:5]([C:6]([C:7]([N:8]([C:9]([C:10]([H:44])([H:45])[H:46])([H:42])[H:43])[C:11]([C:12]([C:13]([C:14]([O:15][H:54])([c:16]1[c:17]([H:55])[c:18]([H:56])[c:19]([N:20]([S:21]([C:22]([H:58])([H:59])[H:60])(=[O:23])=[O:24])[H:57])[c:25]([H:61])[c:26]1[H:62])[H:53])([H:51])[H:52])([H:49])[H:50])([H:47])[H:48])([H:40])[H:41])([H:38])[H:39])([H:36])[H:37])([H:34])[H:35])([H:32])[H:33])([H:30])[H:31])([H:27])([H:28])[H:29],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62]]",7.0
17,18,18,[C:1]([C:2]([C:3]([H:28])([H:29])[H:30])([N:4]([C:5]([C:6]([O:7][H:35])([C:8]([O:9][c:10]1[c:11]([H:38])[c:12]([H:39])[c:13]([C:14]([O:15][C:16]([C:17]([O:18][C:19]([C:20]([H:47])([H:48])[H:49])([C:21]([H:50])([H:51])[H:52])[H:46])([H:44])[H:45])([H:42])[H:43])([H:40])[H:41])[c:22]([H:53])[c:23]1[H:54])([H:36])[H:37])[H:34])([H:32])[H:33])[H:31])[H:27])([H:24])([H:25])[H:26],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54]]",10.0
18,19,19,[C:1]([C:2]([C:3]([C:4]([N:5]([C:6](=[O:7])[N:8]([S:9](=[O:10])(=[O:11])[c:12]1[c:13]([H:30])[c:14]([H:31])[c:15]([C:16]([H:32])([H:33])[H:34])[c:17]([H:35])[c:18]1[H:36])[H:29])[H:28])([H:26])[H:27])([H:24])[H:25])([H:22])[H:23])([H:19])([H:20])[H:21],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36]]",7.0
19,20,20,[C:1]([C:2]([C:3]([N:4]([C:5]([C:6]([C:7]([H:31])([H:32])[H:33])([H:29])[H:30])([H:27])[H:28])[S:8](=[O:9])(=[O:10])[c:11]1[c:12]([H:34])[c:13]([H:35])[c:14]([C:15](=[O:16])[O:17][H:36])[c:18]([H:37])[c:19]1[H:38])([H:25])[H:26])([H:23])[H:24])([H:20])([H:21])[H:22],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38]]",5.9
20,22,22,[C:1]([C:2]([N:3]([C:4]([C:5]([H:30])([H:31])[H:32])([H:28])[H:29])[C:6](=[O:7])/[C:8]([C:9]#[N:10])=[C:11](/[c:12]1[c:13]([H:34])[c:14]([O:15][H:35])[c:16]([O:17][H:36])[c:18]([N+:19](=[O:20])[O-:21])[c:22]1[H:37])[H:33])([H:26])[H:27])([H:23])([H:24])[H:25],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37]]",2.4
21,23,23,[C:1]([C:2]([C:3]([H:20])([H:21])[H:22])([C:4]([c:5]1[c:6]([H:25])[c:7]([H:26])[c:8]([C:9]([C:10]([H:28])([H:29])[H:30])([C:11](=[O:12])[O:13][H:31])[H:27])[c:14]([H:32])[c:15]1[H:33])([H:23])[H:24])[H:19])([H:16])([H:17])[H:18],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33]]",1.6
22,24,24,[C:1]([C:2]([N:3]([C:4]([C:5]([H:25])([H:26])[H:27])([H:23])[H:24])[C:6]([C:7](=[O:8])[N:9]([c:10]1[c:11]([C:12]([H:31])([H:32])[H:33])[c:13]([H:34])[c:14]([H:35])[c:15]([H:36])[c:16]1[C:17]([H:37])([H:38])[H:39])[H:30])([H:28])[H:29])([H:21])[H:22])([H:18])([H:19])[H:20],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]]",1.6
23,25,25,[C:1](=[C:2]([C:3]([C:4]([H:24])([H:25])[H:26])([H:22])[H:23])[C:5](=[O:6])[c:7]1[c:8]([H:27])[c:9]([H:28])[c:10]([O:11][C:12]([C:13](=[O:14])[O:15][H:31])([H:29])[H:30])[c:16]([Cl:17])[c:18]1[Cl:19])([H:20])[H:21],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]]",0.5
24,26,26,[C:1]([c:2]1[c:3]([H:23])[c:4]([H:24])[c:5]([H:25])[c:6]([C:7]([H:26])([H:27])[H:28])[c:8]1[N:9]([C:10](=[O:11])[N:12]([C:13]([C:14]([C:15]([N:16]([C:17]([C:18]([H:39])([H:40])[H:41])([C:19]([H:42])([H:43])[H:44])[H:38])[H:37])([H:35])[H:36])([H:33])[H:34])([H:31])[H:32])[H:30])[H:29])([H:20])([H:21])[H:22],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44]]",5.0
25,27,27,[N:1]([C@@:2]([C:3]([c:4]1[c:5]([H:20])[c:6]([H:21])[c:7]([O:8][H:22])[c:9]([O:10][H:23])[c:11]1[H:24])([H:18])[H:19])([C:12](=[O:13])[O:14][H:25])[H:17])([H:15])[H:16],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]]",1.3
26,28,28,[N:1]([C@@:2]([C:3]([c:4]1[c:5]([H:25])[c:6]([H:26])[c:7]([N:8]([C:9]([C:10]([Cl:11])([H:29])[H:30])([H:27])[H:28])[C:12]([C:13]([Cl:14])([H:33])[H:34])([H:31])[H:32])[c:15]([H:35])[c:16]1[H:36])([H:23])[H:24])([C:17](=[O:18])[O:19][H:37])[H:22])([H:20])[H:21],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37]]",1.0
27,30,30,[C:1]([c:2]1[c:3]([H:17])[c:4]([H:18])[c:5]([H:19])[c:6]([C:7]([H:20])([H:21])[H:22])[c:8]1[O:9][C:10]([C:11]([C:12]([H:26])([H:27])[H:28])([N:13]([H:29])[H:30])[H:25])([H:23])[H:24])([H:14])([H:15])[H:16],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]]",9.9
28,31,31,[C:1]([C:2]([N:3]([C:4]([H:24])([H:25])[H:26])[C:5](=[O:6])[O:7][c:8]1[c:9]([H:27])[c:10]([H:28])[c:11]([H:29])[c:12]([C@:13]([C:14]([H:31])([H:32])[H:33])([N:15]([C:16]([H:34])([H:35])[H:36])[C:17]([H:37])([H:38])[H:39])[H:30])[c:18]1[H:40])([H:22])[H:23])([H:19])([H:20])[H:21],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40]]",1.4
29,32,32,[C:1]([O:2][C:3](=[O:4])[C:5]([C:6]([c:7]1[c:8]([H:29])[c:9]([H:30])[c:10]([O:11][C:12]([C:13]([O:14][H:34])([C:15]([N:16]([C:17]([C:18]([H:39])([H:40])[H:41])([C:19]([H:42])([H:43])[H:44])[H:38])[H:37])([H:35])[H:36])[H:33])([H:31])[H:32])[c:20]([H:45])[c:21]1[H:46])([H:27])[H:28])([H:25])[H:26])([H:22])([H:23])[H:24],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46]]",0.15
30,34,34,[C:1]([N:2]([C@@:3]([C:4]([H:17])([H:18])[H:19])([C:5]([c:6]1[c:7]([H:22])[c:8]([H:23])[c:9]([H:24])[c:10]([H:25])[c:11]1[H:26])([H:20])[H:21])[H:16])[H:15])([H:12])([H:13])[H:14],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26]]",12.0
31,35,35,[C:1]([c:2]1[c:3]([H:18])[c:4]([H:19])[c:5]([H:20])[c:6]([C:7]([H:21])([H:22])[H:23])[c:8]1[N:9]([C:10](=[O:11])[C:12]([C:13]([H:26])([H:27])[H:28])([N:14]([H:29])[H:30])[H:25])[H:24])([H:15])([H:16])[H:17],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]]",12.0
32,36,36,[C:1]([N:2]([C:3]([H:18])([H:19])[H:20])/[N:4]=[N:5]/[c:6]1[c:7]([H:21])[c:8]([H:22])[c:9]([C:10](=[O:11])[O:12][H:23])[c:13]([H:24])[c:14]1[H:25])([H:15])([H:16])[H:17],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]]",2.5
33,37,37,[C:1]([C:2]([N:3]([C@@:4]([C:5]([H:24])([H:25])[H:26])([C:6]([c:7]1[c:8]([H:29])[c:9]([H:30])[c:10]([H:31])[c:11]([C:12]([F:13])([F:14])[F:15])[c:16]1[H:32])([H:27])[H:28])[H:23])[H:22])([H:20])[H:21])([H:17])([H:18])[H:19],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]]",14.0
34,38,38,[C:1]([C:2]([C:3]([N:4]([C:5](=[O:6])[N:7]([S:8](=[O:9])(=[O:10])[c:11]1[c:12]([H:27])[c:13]([H:28])[c:14]([Cl:15])[c:16]([H:29])[c:17]1[H:30])[H:26])[H:25])([H:23])[H:24])([H:21])[H:22])([H:18])([H:19])[H:20],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]]",46.0
35,39,39,[C:1]([C:2]([C:3]([H:24])([H:25])[H:26])([N:4]([C:5]([C:6]([O:7][H:31])([C:8]([O:9][c:10]1[c:11]([H:34])[c:12]([H:35])[c:13]([C:14]([C:15]([N:16]([H:38])[H:39])=[O:17])([H:36])[H:37])[c:18]([H:40])[c:19]1[H:41])([H:32])[H:33])[H:30])([H:28])[H:29])[H:27])[H:23])([H:20])([H:21])[H:22],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41]]",6.1
36,41,41,[C:1]([O:2][C:3]([C:4]([c:5]1[c:6]([H:27])[c:7]([H:28])[c:8]([O:9][C:10]([C:11]([O:12][H:32])([C:13]([N:14]([C:15]([C:16]([H:37])([H:38])[H:39])([C:17]([H:40])([H:41])[H:42])[H:36])[H:35])([H:33])[H:34])[H:31])([H:29])[H:30])[c:18]([H:43])[c:19]1[H:44])([H:25])[H:26])([H:23])[H:24])([H:20])([H:21])[H:22],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44]]",3.6
37,42,42,[O:1]=[C:2]([N:3]([C@:4]([C:5]([O:6][H:25])([H:23])[H:24])([C@:7]([O:8][H:27])([c:9]1[c:10]([H:28])[c:11]([H:29])[c:12]([N+:13](=[O:14])[O-:15])[c:16]([H:30])[c:17]1[H:31])[H:26])[H:22])[H:21])[C:18]([Cl:19])([Cl:20])[H:32],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]]",4.6
38,43,43,[C:1]([C:2](=[O:3])[O:4][c:5]1[c:6]([H:17])[c:7]([H:18])[c:8]([H:19])[c:9]([H:20])[c:10]1[C:11](=[O:12])[O:13][H:21])([H:14])([H:15])[H:16],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21]]",0.26
39,45,45,[C:1]([C:2]([C:3]([H:21])([H:22])[H:23])([C:4]([H:24])([H:25])[H:26])[N:5]([C:6]([C:7]([O:8][H:31])([c:9]1[c:10]([H:32])[c:11]([H:33])[c:12]([O:13][H:34])[c:14]([C:15]([O:16][H:37])([H:35])[H:36])[c:17]1[H:38])[H:30])([H:28])[H:29])[H:27])([H:18])([H:19])[H:20],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38]]",2.4
40,46,46,[N:1](=[C:2]([N:3]([H:17])[H:18])[N:4]([C:5](=[O:6])[C:7]([c:8]1[c:9]([Cl:10])[c:11]([H:22])[c:12]([H:23])[c:13]([H:24])[c:14]1[Cl:15])([H:20])[H:21])[H:19])[H:16],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24]]",15.0
41,47,47,[C:1]([C:2]([C:3]([C:4]([C:5]([N:6]([C:7]([C:8]([C:9]([O:10][C:11]([H:48])([H:49])[H:50])([H:46])[H:47])([H:44])[H:45])([H:42])[H:43])[C:12](=[O:13])[C:14]([C:15]([C:16]([C:17](=[O:18])[O:19][H:56])([H:54])[H:55])([H:52])[H:53])([N:20]([C:21](=[O:22])[c:23]1[c:24]([H:58])[c:25]([H:59])[c:26]([Cl:27])[c:28]([Cl:29])[c:30]1[H:60])[H:57])[H:51])([H:40])[H:41])([H:38])[H:39])([H:36])[H:37])([H:34])[H:35])([H:31])([H:32])[H:33],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60]]",5.2
42,48,48,[C:1]([C:2]([C:3]([H:20])([H:21])[H:22])([C:4]([H:23])([H:24])[H:25])[N:5]([C:6]([C:7]([O:8][H:30])([c:9]1[c:10]([H:31])[c:11]([O:12][H:32])[c:13]([H:33])[c:14]([O:15][H:34])[c:16]1[H:35])[H:29])([H:27])[H:28])[H:26])([H:17])([H:18])[H:19],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35]]",15.0
43,49,49,[C:1]([C:2]([N:3]([C:4]([C:5]([H:28])([H:29])[H:30])([H:26])[H:27])[C:6]([C:7]([N:8]([C:9](=[O:10])[c:11]1[c:12]([H:36])[c:13]([Br:14])[c:15]([N:16]([H:37])[H:38])[c:17]([H:39])[c:18]1[O:19][C:20]([H:40])([H:41])[H:42])[H:35])([H:33])[H:34])([H:31])[H:32])([H:24])[H:25])([H:21])([H:22])[H:23],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42]]",2.9
44,50,50,[C:1]([C:2]([N:3]([C:4]([C:5]([H:28])([H:29])[H:30])([H:26])[H:27])[C:6]([C:7]([N:8]([C:9](=[O:10])[c:11]1[c:12]([H:36])[c:13]([Cl:14])[c:15]([N:16]([H:37])[H:38])[c:17]([H:39])[c:18]1[O:19][C:20]([H:40])([H:41])[H:42])[H:35])([H:33])[H:34])([H:31])[H:32])([H:24])[H:25])([H:21])([H:22])[H:23],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42]]",7.2
45,51,51,[C:1]([C:2]([N:3]([C:4]([C:5]([H:25])([H:26])[H:27])([H:23])[H:24])[C:6]([C:7]([N:8]([C:9](=[O:10])[c:11]1[c:12]([H:33])[c:13]([H:34])[c:14]([N:15]([H:35])[H:36])[c:16]([H:37])[c:17]1[H:38])[H:32])([H:30])[H:31])([H:28])[H:29])([H:21])[H:22])([H:18])([H:19])[H:20],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38]]",3.1
46,52,52,[C:1]([C:2]([C:3]([C:4](=[O:5])[N:6]([c:7]1[c:8]([H:33])[c:9]([H:34])[c:10]([O:11][C:12]([C:13]([O:14][H:38])([C:15]([N:16]([C:17]([C:18]([H:43])([H:44])[H:45])([C:19]([H:46])([H:47])[H:48])[H:42])[H:41])([H:39])[H:40])[H:37])([H:35])[H:36])[c:20]([C:21]([C:22]([H:49])([H:50])[H:51])=[O:23])[c:24]1[H:52])[H:32])([H:30])[H:31])([H:28])[H:29])([H:25])([H:26])[H:27],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52]]",3.5
47,53,53,[Br-:13].[C:1]([C:2]([N+:3]([C:4]([H:19])([H:20])[H:21])([C:5]([H:22])([H:23])[H:24])[c:6]1[c:7]([H:25])[c:8]([H:26])[c:9]([H:27])[c:10]([O:11][H:28])[c:12]1[H:29])([H:17])[H:18])([H:14])([H:15])[H:16],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29]]",1.8
48,54,54,[C:1]([C:2]([C:3]([N:4]([C:5]([C:6]([H:26])([H:27])[H:28])([C:7](=[O:8])[N:9]([c:10]1[c:11]([H:30])[c:12]([H:31])[c:13]([H:32])[c:14]([H:33])[c:15]1[C:16]([H:34])([H:35])[H:36])[H:29])[H:25])[H:24])([H:22])[H:23])([H:20])[H:21])([H:17])([H:18])[H:19],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36]]",1.8
49,55,55,[O:1]=[C:2]([C:3]([C:4]([C:5]([C:6]([C:7]([C:8]([C:9](=[O:10])[N:11]([c:12]1[c:13]([H:33])[c:14]([H:34])[c:15]([H:35])[c:16]([H:36])[c:17]1[H:37])[H:32])([H:30])[H:31])([H:28])[H:29])([H:26])[H:27])([H:24])[H:25])([H:22])[H:23])([H:20])[H:21])[N:18]([O:19][H:39])[H:38],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]]",0.76
50,56,56,[C:1]([C:2]([C:3]([C:4]([C:5]([N:6]([C:7]([C:8]([C:9]([O:10][C:11]([H:48])([H:49])[H:50])([H:46])[H:47])([H:44])[H:45])([H:42])[H:43])[C:12](=[O:13])[C@@:14]([C:15]([C:16]([C:17](=[O:18])[O:19][H:56])([H:54])[H:55])([H:52])[H:53])([N:20]([C:21](=[O:22])[c:23]1[c:24]([H:58])[c:25]([H:59])[c:26]([Cl:27])[c:28]([Cl:29])[c:30]1[H:60])[H:57])[H:51])([H:40])[H:41])([H:38])[H:39])([H:36])[H:37])([H:34])[H:35])([H:31])([H:32])[H:33],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60]]",1.2
