,,reaction_id,smiles,reaction_core,activation_energy
17,17,17,[C:1]([N:2]([C:3]([H:43])([H:44])[H:45])[S:4](=[O:5])(=[O:6])[c:7]1[c:8]([H:46])[c:9]([H:47])[c:10]2[c:38]([c:39]1[H:69])[C:36](=[O:37])[N:35]([H:68])[C:34]([H:67])=[C:11]2[C:12](=[O:13])[N:14]([C:15]([C@@:16]([O:17][H:52])([C:18]([N:19]1[C:20]([H:55])([H:56])[C:21]([H:57])([H:58])[C:22]([O:23][c:24]2[c:25]([H:60])[c:26]([H:61])[c:27]([Cl:28])[c:29]([Cl:30])[c:31]2[H:62])([H:59])[C:32]([H:63])([H:64])[C:33]1([H:65])[H:66])([H:53])[H:54])[H:51])([H:49])[H:50])[H:48])([H:40])([H:41])[H:42],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69]]",86.0
18,18,18,[C:1]([c:2]1[c:3]([Cl:4])[c:5]([H:42])[c:6]([H:43])[c:7]([O:8][C:9]2([H:44])[C:10]([H:45])([H:46])[C:11]([H:47])([H:48])[N:12]([C:13]([C@:14]([O:15][H:52])([C:16]([N:17]([C:18](=[O:19])[C:20]3=[C:21]([H:56])[N:22]([H:57])[C:23](=[O:24])[c:25]4[c:26]([H:58])[c:27]([S:28]([C:29]([H:59])([H:60])[H:61])(=[O:30])=[O:31])[c:32]([H:62])[c:33]([H:63])[c:34]43)[H:55])([H:53])[H:54])[H:51])([H:49])[H:50])[C:35]([H:64])([H:65])[C:36]2([H:66])[H:67])[c:37]1[Cl:38])([H:39])([H:40])[H:41],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67]]",13.0
19,19,19,[N:1]([S:2](=[O:3])(=[O:4])[c:5]1[c:6]([H:40])[c:7]([H:41])[c:8]2[c:36]([c:37]1[H:63])[C:34](=[O:35])[N:33]([H:62])[C:32]([H:61])=[C:9]2[C:10](=[O:11])[N:12]([C:13]([C@@:14]([O:15][H:46])([C:16]([N:17]1[C:18]([H:49])([H:50])[C:19]([H:51])([H:52])[C:20]([O:21][c:22]2[c:23]([H:54])[c:24]([H:55])[c:25]([Cl:26])[c:27]([Cl:28])[c:29]2[H:56])([H:53])[C:30]([H:57])([H:58])[C:31]1([H:59])[H:60])([H:47])[H:48])[H:45])([H:43])[H:44])[H:42])([H:38])[H:39],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]]",3.0
20,20,20,[C:1]([N:2]([S:3](=[O:4])(=[O:5])[c:6]1[c:7]([H:43])[c:8]([H:44])[c:9]2[c:37]([c:38]1[H:66])[C:35](=[O:36])[N:34]([H:65])[C:33]([H:64])=[C:10]2[C:11](=[O:12])[N:13]([C:14]([C@@:15]([O:16][H:49])([C:17]([N:18]1[C:19]([H:52])([H:53])[C:20]([H:54])([H:55])[C:21]([O:22][c:23]2[c:24]([H:57])[c:25]([H:58])[c:26]([Cl:27])[c:28]([Cl:29])[c:30]2[H:59])([H:56])[C:31]([H:60])([H:61])[C:32]1([H:62])[H:63])([H:50])[H:51])[H:48])([H:46])[H:47])[H:45])[H:42])([H:39])([H:40])[H:41],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66]]",14.0
21,21,21,[O:1]=[C:2]([N:3]([C:4]([C@@:5]([O:6][H:39])([C:7]([N:8]1[C:9]([H:42])([H:43])[C:10]([H:44])([H:45])[C:11]([O:12][c:13]2[c:14]([H:47])[c:15]([H:48])[c:16]([Cl:17])[c:18]([Cl:19])[c:20]2[H:49])([H:46])[C:21]([H:50])([H:51])[C:22]1([H:52])[H:53])([H:40])[H:41])[H:38])([H:36])[H:37])[H:35])[C:23]1=[C:24]([H:54])[N:25]([H:55])[C:26](=[O:27])[c:28]2[c:29]([F:30])[c:31]([H:56])[c:32]([H:57])[c:33]([H:58])[c:34]21,"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58]]",6.0
22,22,22,[C:1]([S:2](=[O:3])(=[O:4])[c:5]1[c:6]([H:42])[c:7]([H:43])[c:8]2[c:37]([c:38]1[H:65])[C:35](=[O:36])[N:34]([H:64])[C:33]([H:63])=[C:9]2[C:10](=[O:11])[N:12]([C:13]([C@@:14]([O:15][H:48])([C:16]([N:17]1[C:18]([H:51])([H:52])[C:19]([H:53])([H:54])[C:20]([O:21][c:22]2[c:23]([H:56])[c:24]([H:57])[c:25]([C:26]#[N:27])[c:28]([Cl:29])[c:30]2[H:58])([H:55])[C:31]([H:59])([H:60])[C:32]1([H:61])[H:62])([H:49])[H:50])[H:47])([H:45])[H:46])[H:44])([H:39])([H:40])[H:41],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65]]",3.0
23,23,23,[N:1]#[C:2][c:3]1[c:4]([H:35])[c:5]([H:36])[c:6]([O:7][C:8]2([H:37])[C:9]([H:38])([H:39])[C:10]([H:40])([H:41])[N:11]([C:12]([C@:13]([O:14][H:45])([C:15]([N:16]([C:17](=[O:18])[C:19]3=[C:20]([H:49])[N:21]([H:50])[C:22](=[O:23])[c:24]4[c:25]([H:51])[c:26]([H:52])[c:27]([H:53])[c:28]([H:54])[c:29]43)[H:48])([H:46])[H:47])[H:44])([H:42])[H:43])[C:30]([H:55])([H:56])[C:31]2([H:57])[H:58])[c:32]([H:59])[c:33]1[Cl:34],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59]]",21.5
24,24,24,[O:1]=[C:2]([N:3]([C:4]([C@@:5]([O:6][H:39])([C:7]([N:8]1[C:9]([H:42])([H:43])[C:10]([H:44])([H:45])[C:11]([O:12][c:13]2[c:14]([H:47])[c:15]([H:48])[c:16]([Cl:17])[c:18]([Cl:19])[c:20]2[H:49])([H:46])[C:21]([H:50])([H:51])[C:22]1([H:52])[H:53])([H:40])[H:41])[H:38])([H:36])[H:37])[H:35])[C:23]1=[C:24]([H:54])[N:25]([H:55])[C:26](=[O:27])[c:28]2[c:29]([H:56])[c:30]([H:57])[c:31]([F:32])[c:33]([H:58])[c:34]21,"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58]]",8.0
25,25,25,[C:1]([c:2]1[c:3]([H:41])[c:4]([Cl:5])[c:6]([H:42])[c:7]([H:43])[c:8]1[O:9][C:10]1([H:44])[C:11]([H:45])([H:46])[C:12]([H:47])([H:48])[N:13]([C:14]([C@:15]([O:16][H:52])([C:17]([N:18]([C:19](=[O:20])[C:21]2=[C:22]([H:56])[N:23]([H:57])[C:24](=[O:25])[c:26]3[c:27]([H:58])[c:28]([S:29]([C:30]([H:59])([H:60])[H:61])(=[O:31])=[O:32])[c:33]([H:62])[c:34]([H:63])[c:35]32)[H:55])([H:53])[H:54])[H:51])([H:49])[H:50])[C:36]([H:64])([H:65])[C:37]1([H:66])[H:67])([H:38])([H:39])[H:40],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67]]",14.0
26,26,26,[O:1]=[C:2]([N:3]([C:4]([C@@:5]([O:6][H:39])([C:7]([N:8]1[C:9]([H:42])([H:43])[C:10]([H:44])([H:45])[C:11]([O:12][c:13]2[c:14]([H:47])[c:15]([H:48])[c:16]([Cl:17])[c:18]([Cl:19])[c:20]2[H:49])([H:46])[C:21]([H:50])([H:51])[C:22]1([H:52])[H:53])([H:40])[H:41])[H:38])([H:36])[H:37])[H:35])[C:23]1=[C:24]([H:54])[N:25]([H:55])[C:26](=[O:27])[c:28]2[c:29]([H:56])[c:30]([F:31])[c:32]([H:57])[c:33]([H:58])[c:34]21,"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58]]",9.0
27,27,27,[O:1]=[C:2]([N:3]([C:4]([C@@:5]([O:6][H:45])([C:7]([N:8]1[C:9]([H:48])([H:49])[C:10]([H:50])([H:51])[C:11]([O:12][c:13]2[c:14]([H:53])[c:15]([H:54])[c:16]([Cl:17])[c:18]([Cl:19])[c:20]2[H:55])([H:52])[C:21]([H:56])([H:57])[C:22]1([H:58])[H:59])([H:46])[H:47])[H:44])([H:42])[H:43])[H:41])[C:23]1=[C:24]([H:60])[N:25]([H:61])[C:26](=[O:27])[c:28]2[c:29]([H:62])[c:30]([S:31](=[O:32])(=[O:33])[N:34]([C:35]([C:36]([O:37][H:68])([H:66])[H:67])([H:64])[H:65])[H:63])[c:38]([H:69])[c:39]([H:70])[c:40]21,"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70]]",6.0
28,28,28,[C:1]([O:2][c:3]1[c:4]([H:33])[c:5]([H:34])[c:6]([H:35])[c:7]([H:36])[c:8]1[C:9]([N:10]1[C:11](=[O:12])[c:13]2[c:14]([H:39])[c:15]([H:40])[c:16]([H:41])[c:17]([H:42])[c:18]2[C:19]1([C:20](=[O:21])[N:22]([C:23]1([H:45])[C:24]([H:46])([H:47])[C:25]([H:48])([H:49])[C:26]([C:27]([H:51])([H:52])[H:53])([H:50])[C:28]([H:54])([H:55])[C:29]1([H:56])[H:57])[H:44])[H:43])([H:37])[H:38])([H:30])([H:31])[H:32],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57]]",150.0
29,29,29,[C:1]([c:2]1[c:3]([H:34])[c:4]([H:35])[c:5]([H:36])[c:6]([H:37])[c:7]1[C:8]([N:9]1[C:10]([H:40])([H:41])[C:11]([H:42])([H:43])[C:12]([N:13]2[C:14]([H:45])([H:46])[C:15]([H:47])([H:48])[C:16]([N:17]3[C:18](=[O:19])[N:20]([H:50])[c:21]4[c:22]([H:51])[c:23]([H:52])[c:24]([H:53])[c:25]([H:54])[c:26]43)([H:49])[C:27]([H:55])([H:56])[C:28]2([H:57])[H:58])([H:44])[C:29]([H:59])([H:60])[C:30]1([H:61])[H:62])([H:38])[H:39])([H:31])([H:32])[H:33],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62]]",24.0
30,30,30,[N:1](=[C:2]([N:3]([H:22])[H:23])[C:4]1=[C:5]([H:24])[c:6]2[c:7]([O:8][C:9]([c:10]3[c:11]([H:27])[c:12]([H:28])[c:13]([H:29])[c:14]([H:30])[c:15]3[H:31])([H:25])[H:26])[c:16]([H:32])[c:17]([H:33])[c:18]([H:34])[c:19]2[S:20]1)[H:21],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34]]",11.0
31,31,31,[N:1]#[C:2][C:3]1=[C:4]([H:17])[N:5]([C:6]([C:7]2=[C:8]([H:20])[C:9]([H:21])=[C:10]([H:22])[O:11]2)([H:18])[H:19])[C:12](=[O:13])[N:14]([H:23])[C:15]1=[O:16],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]]",3.0
